geoid,geoid20,year,vacant_residential_count,vacant_commercial_count
1400000US06037238320,6037238320,2020,11,4
1400000US06037238400,6037238400,2020,14,27
1400000US06037239201,6037239201,2020,16,13
1400000US06037239202,6037239202,2020,4,30
1400000US06037239310,6037239310,2020,3,4
1400000US06037239320,6037239320,2020,8,0
1400000US06037239330,6037239330,2020,2,2
1400000US06037239501,6037239501,2020,8,0
1400000US06037239502,6037239502,2020,9,0
1400000US06037239601,6037239601,2020,23,4
1400000US06037239602,6037239602,2020,11,0
1400000US06037239701,6037239701,2020,5,1
1400000US06037239702,6037239702,2020,9,2
1400000US06037239801,6037239801,2020,14,4
1400000US06037239802,6037239802,2020,23,7
1400000US06037240010,6037240010,2020,8,2
1400000US06037240020,6037240020,2020,5,3
1400000US06037240200,6037240200,2020,1,11
1400000US06037240301,6037240301,2020,26,2
1400000US06037240302,6037240302,2020,19,2
1400000US06037240401,6037240401,2020,17,2
1400000US06037240402,6037240402,2020,9,1
1400000US06037240500,6037240500,2020,17,2
1400000US06037240600,6037240600,2020,11,3
1400000US06037240700,6037240700,2020,10,1
1400000US06037240800,6037240800,2020,5,2
1400000US06037240901,6037240901,2020,4,1
1400000US06037240902,6037240902,2020,7,3
1400000US06037241001,6037241001,2020,6,0
1400000US06037241002,6037241002,2020,1,0
1400000US06037241110,6037241110,2020,3,1
1400000US06037241120,6037241120,2020,2,6
1400000US06037241201,6037241201,2020,4,0
1400000US06037241202,6037241202,2020,24,5
1400000US06037241300,6037241300,2020,1,0
1400000US06037241400,6037241400,2020,12,1
1400000US06037242000,6037242000,2020,3,0
1400000US06037242100,6037242100,2020,2,1
1400000US06037242201,6037242201,2020,3,0
1400000US06037242202,6037242202,2020,2,0
1400000US06037242300,6037242300,2020,7,2
1400000US06037242600,6037242600,2020,0,0
1400000US06037242700,6037242700,2020,6,1
1400000US06037243001,6037243001,2020,7,1
1400000US06037243002,6037243002,2020,8,1
1400000US06037243100,6037243100,2020,13,0
1400000US06037261102,6037261102,2020,59,0
1400000US06037261103,6037261103,2020,11,1
1400000US06037261104,6037261104,2020,23,1
1400000US06037261200,6037261200,2020,16,0
1400000US06037262100,6037262100,2020,29,0
1400000US06037262200,6037262200,2020,11,22
1400000US06037262301,6037262301,2020,9,2
1400000US06037262302,6037262302,2020,12,0
1400000US06037262303,6037262303,2020,16,0
1400000US06037262400,6037262400,2020,38,0
1400000US06037262501,6037262501,2020,40,11
1400000US06037262601,6037262601,2020,10,0
1400000US06037262604,6037262604,2020,85,16
1400000US06037262704,6037262704,2020,45,1
1400000US06037262706,6037262706,2020,49,28
1400000US06037262802,6037262802,2020,52,4
1400000US06037264000,6037264000,2020,27,26
1400000US06037264102,6037264102,2020,49,7
1400000US06037264103,6037264103,2020,1,10
1400000US06037264303,6037264303,2020,15,15
1400000US06037264304,6037264304,2020,15,14
1400000US06037264305,6037264305,2020,17,14
1400000US06037264306,6037264306,2020,4,4
1400000US06037265100,6037265100,2020,14,0
1400000US06037265201,6037265201,2020,2,1
1400000US06037265203,6037265203,2020,3,13
1400000US06037265204,6037265204,2020,2,12
1400000US06037265301,6037265301,2020,0,0
1400000US06037265303,6037265303,2020,0,0
1400000US06037265304,6037265304,2020,0,0
1400000US06037265306,6037265306,2020,0,1
1400000US06037265307,6037265307,2020,1,1
1400000US06037265410,6037265410,2020,2,1
1400000US06037265420,6037265420,2020,4,0
1400000US06037265521,6037265521,2020,0,6
1400000US06037265522,6037265522,2020,1,11
1400000US06037265523,6037265523,2020,11,15
1400000US06037265524,6037265524,2020,13,19
1400000US06037265601,6037265601,2020,4,19
1400000US06037265602,6037265602,2020,2,0
1400000US06037265701,6037265701,2020,6,1
1400000US06037265702,6037265702,2020,2,0
1400000US06037267101,6037267101,2020,24,2
1400000US06037267102,6037267102,2020,30,3
1400000US06037267201,6037267201,2020,31,19
1400000US06037267202,6037267202,2020,30,19
1400000US06037267300,6037267300,2020,17,18
1400000US06037267403,6037267403,2020,28,7
1400000US06037267404,6037267404,2020,7,6
1400000US06037267405,6037267405,2020,4,10
1400000US06037267406,6037267406,2020,4,10
1400000US06037267502,6037267502,2020,7,3
1400000US06037267503,6037267503,2020,26,13
1400000US06037267504,6037267504,2020,33,18
1400000US06037267600,6037267600,2020,11,35
1400000US06037267700,6037267700,2020,6,20
1400000US06037267800,6037267800,2020,15,158
1400000US06037267901,6037267901,2020,7,107
1400000US06037267902,6037267902,2020,15,2
1400000US06037269000,6037269000,2020,24,4
1400000US06037269100,6037269100,2020,15,6
1400000US06037269300,6037269300,2020,10,1
1400000US06037269500,6037269500,2020,18,0
1400000US06037269601,6037269601,2020,29,1
1400000US06037269602,6037269602,2020,12,2
1400000US06037269700,6037269700,2020,10,10
1400000US06037269800,6037269800,2020,13,0
1400000US06037269903,6037269903,2020,45,18
1400000US06037269905,6037269905,2020,7,14
1400000US06037269906,6037269906,2020,9,3
1400000US06037269907,6037269907,2020,17,8
1400000US06037269908,6037269908,2020,8,3
1400000US06037269909,6037269909,2020,9,3
1400000US06037270101,6037270101,2020,21,3
1400000US06037270102,6037270102,2020,11,2
1400000US06037270200,6037270200,2020,20,16
1400000US06037270300,6037270300,2020,8,5
1400000US06037271100,6037271100,2020,0,0
1400000US06037271200,6037271200,2020,0,4
1400000US06037271300,6037271300,2020,4,5
1400000US06037271400,6037271400,2020,2,0
1400000US06037271500,6037271500,2020,10,1
1400000US06037271600,6037271600,2020,7,1
1400000US06037271702,6037271702,2020,31,7
1400000US06037271703,6037271703,2020,1,2
1400000US06037271704,6037271704,2020,2,3
1400000US06037271801,6037271801,2020,15,0
1400000US06037271803,6037271803,2020,13,0
1400000US06037271804,6037271804,2020,19,1
1400000US06037271901,6037271901,2020,12,0
1400000US06037271902,6037271902,2020,4,1
1400000US06037272100,6037272100,2020,11,23
1400000US06037272201,6037272201,2020,9,11
1400000US06037272202,6037272202,2020,10,1
1400000US06037272301,6037272301,2020,3,0
1400000US06037272302,6037272302,2020,3,4
1400000US06037273100,6037273100,2020,4,2
1400000US06037273200,6037273200,2020,29,1
1400000US06037273300,6037273300,2020,43,7
1400000US06037273403,6037273403,2020,73,12
1400000US06037273404,6037273404,2020,40,6
1400000US06037273502,6037273502,2020,13,8
1400000US06037273600,6037273600,2020,15,0
1400000US06037273700,6037273700,2020,23,0
1400000US06037273800,6037273800,2020,5,13
1400000US06037273902,6037273902,2020,16,0
1400000US06037274100,6037274100,2020,4,16
1400000US06037274202,6037274202,2020,114,3
1400000US06037275101,6037275101,2020,9,1
1400000US06037275102,6037275102,2020,31,0
1400000US06037275200,6037275200,2020,20,2
1400000US06037275311,6037275311,2020,6,0
1400000US06037275312,6037275312,2020,1,18
1400000US06037275313,6037275313,2020,2,21
1400000US06037275400,6037275400,2020,3,4
1400000US06037275500,6037275500,2020,6,0
1400000US06037275603,6037275603,2020,6,8
1400000US06037275604,6037275604,2020,2,9
1400000US06037275605,6037275605,2020,2,6
1400000US06037276000,6037276000,2020,20,26
1400000US06037276101,6037276101,2020,10,6
1400000US06037276102,6037276102,2020,19,13
1400000US06037276400,6037276400,2020,12,2
1400000US06037276500,6037276500,2020,17,1
1400000US06037276601,6037276601,2020,10,3
1400000US06037276605,6037276605,2020,7,0
1400000US06037276606,6037276606,2020,6,0
1400000US06037276607,6037276607,2020,3,0
1400000US06037276608,6037276608,2020,2,0
1400000US06037277000,6037277000,2020,15,1
1400000US06037277100,6037277100,2020,4,1
1400000US06037277200,6037277200,2020,100,58
1400000US06037277400,6037277400,2020,3,2
1400000US06037278001,6037278001,2020,13,37
1400000US06037278102,6037278102,2020,14,7
1400000US06037291110,6037291110,2020,8,0
1400000US06037291120,6037291120,2020,3,8
1400000US06037291130,6037291130,2020,2,0
1400000US06037291210,6037291210,2020,1,3
1400000US06037291220,6037291220,2020,7,2
1400000US06037291300,6037291300,2020,3,12
1400000US06037292001,6037292001,2020,7,48
1400000US06037292002,6037292002,2020,1,6
1400000US06037293203,6037293203,2020,3,2
1400000US06037293204,6037293204,2020,5,2
1400000US06037293205,6037293205,2020,8,15
1400000US06037293206,6037293206,2020,5,10
1400000US06037293301,6037293301,2020,8,0
1400000US06037293302,6037293302,2020,15,4
1400000US06037293304,6037293304,2020,16,6
1400000US06037293306,6037293306,2020,6,5
1400000US06037293307,6037293307,2020,39,21
1400000US06037294110,6037294110,2020,13,1
1400000US06037294120,6037294120,2020,2,5
1400000US06037294200,6037294200,2020,5,5
1400000US06037294301,6037294301,2020,1,0
1400000US06037294302,6037294302,2020,1,2
1400000US06037294410,6037294410,2020,12,24
1400000US06037294421,6037294421,2020,66,26
1400000US06037294510,6037294510,2020,3,0
1400000US06037294520,6037294520,2020,1,4
1400000US06037294610,6037294610,2020,3,0
1400000US06037294620,6037294620,2020,0,5
1400000US06037294701,6037294701,2020,1,33
1400000US06037294810,6037294810,2020,2,1
1400000US06037294820,6037294820,2020,0,2
1400000US06037294830,6037294830,2020,1,6
1400000US06037294900,6037294900,2020,1,1
1400000US06037295103,6037295103,2020,4,15
1400000US06037296210,6037296210,2020,8,3
1400000US06037296220,6037296220,2020,9,62
1400000US06037296300,6037296300,2020,3,16
1400000US06037296401,6037296401,2020,3,0
1400000US06037296402,6037296402,2020,4,1
1400000US06037296500,6037296500,2020,22,8
1400000US06037296600,6037296600,2020,24,19
1400000US06037296901,6037296901,2020,24,8
1400000US06037296902,6037296902,2020,20,7
1400000US06037297001,6037297001,2020,6,0
1400000US06037297002,6037297002,2020,7,0
1400000US06037297110,6037297110,2020,37,8
1400000US06037297120,6037297120,2020,18,2
1400000US06037297201,6037297201,2020,25,4
1400000US06037297202,6037297202,2020,38,4
1400000US06037297300,6037297300,2020,3,0
1400000US06037297400,6037297400,2020,14,0
1400000US06037297501,6037297501,2020,25,2
1400000US06037297502,6037297502,2020,23,1
1400000US06037297601,6037297601,2020,53,1
1400000US06037297602,6037297602,2020,40,0
1400000US06037300100,6037300100,2020,16,0
1400000US06037300200,6037300200,2020,22,10
1400000US06037300301,6037300301,2020,14,10
1400000US06037300400,6037300400,2020,12,2
1400000US06037300501,6037300501,2020,8,1
1400000US06037300503,6037300503,2020,9,1
1400000US06037300601,6037300601,2020,4,6
1400000US06037300602,6037300602,2020,8,12
1400000US06037300701,6037300701,2020,3,1
1400000US06037300702,6037300702,2020,13,0
1400000US06037300800,6037300800,2020,9,2
1400000US06037300901,6037300901,2020,7,1
1400000US06037300902,6037300902,2020,1,0
1400000US06037301000,6037301000,2020,20,22
1400000US06037301100,6037301100,2020,14,7
1400000US06037301203,6037301203,2020,19,2
1400000US06037301204,6037301204,2020,35,1
1400000US06037301205,6037301205,2020,3,0
1400000US06037301206,6037301206,2020,7,2
1400000US06037301300,6037301300,2020,3,0
1400000US06037301400,6037301400,2020,4,0
1400000US06037301501,6037301501,2020,1,0
1400000US06037301502,6037301502,2020,22,2
1400000US06037301601,6037301601,2020,12,31
1400000US06037301602,6037301602,2020,21,2
1400000US06037301701,6037301701,2020,7,4
1400000US06037301702,6037301702,2020,4,2
1400000US06037301801,6037301801,2020,11,36
1400000US06037301802,6037301802,2020,4,10
1400000US06037301901,6037301901,2020,11,15
1400000US06037301902,6037301902,2020,16,21
1400000US06037302002,6037302002,2020,15,16
1400000US06037302003,6037302003,2020,4,1
1400000US06037302004,6037302004,2020,3,5
1400000US06037302102,6037302102,2020,13,2
1400000US06037302103,6037302103,2020,12,7
1400000US06037302104,6037302104,2020,6,2
1400000US06037302201,6037302201,2020,6,28
1400000US06037302202,6037302202,2020,2,6
1400000US06037302301,6037302301,2020,6,38
1400000US06037302302,6037302302,2020,16,8
1400000US06037302401,6037302401,2020,36,27
1400000US06037302503,6037302503,2020,5,0
1400000US06037302504,6037302504,2020,10,0
1400000US06037302505,6037302505,2020,4,3
1400000US06037302506,6037302506,2020,5,1
1400000US06037310100,6037310100,2020,7,0
1400000US06037310201,6037310201,2020,11,0
1400000US06037310202,6037310202,2020,6,0
1400000US06037310300,6037310300,2020,3,0
1400000US06037310400,6037310400,2020,6,5
1400000US06037310501,6037310501,2020,3,16
1400000US06037310601,6037310601,2020,4,9
1400000US06037310602,6037310602,2020,4,1
1400000US06037310701,6037310701,2020,1,4
1400000US06037310703,6037310703,2020,7,13
1400000US06037310704,6037310704,2020,11,21
1400000US06037310705,6037310705,2020,13,23
1400000US06037310800,6037310800,2020,7,11
1400000US06037310900,6037310900,2020,13,5
1400000US06037311000,6037311000,2020,11,5
1400000US06037311100,6037311100,2020,0,5
1400000US06037311200,6037311200,2020,1,2
1400000US06037311300,6037311300,2020,5,4
1400000US06037311400,6037311400,2020,12,5
1400000US06037311500,6037311500,2020,7,4
1400000US06037311601,6037311601,2020,17,27
1400000US06037311602,6037311602,2020,11,17
1400000US06037311700,6037311700,2020,24,4
1400000US06037311801,6037311801,2020,5,2
1400000US06037311802,6037311802,2020,3,2
1400000US06037320101,6037320101,2020,2,3
1400000US06037320102,6037320102,2020,3,5
1400000US06037320201,6037320201,2020,4,5
1400000US06037320202,6037320202,2020,10,10
1400000US06037320300,6037320300,2020,7,18
1400000US06037400205,6037400205,2020,11,2
1400000US06037400206,6037400206,2020,21,0
1400000US06037400207,6037400207,2020,7,0
1400000US06037400208,6037400208,2020,1,0
1400000US06037400209,6037400209,2020,5,0
1400000US06037400304,6037400304,2020,13,26
1400000US06037400402,6037400402,2020,7,8
1400000US06037400403,6037400403,2020,13,3
1400000US06037400404,6037400404,2020,9,0
1400000US06037400501,6037400501,2020,11,0
1400000US06037400602,6037400602,2020,0,4
1400000US06037400603,6037400603,2020,0,2
1400000US06037400605,6037400605,2020,2,0
1400000US06037400801,6037400801,2020,3,8
1400000US06037401001,6037401001,2020,1,0
1400000US06037401002,6037401002,2020,8,6
1400000US06037401101,6037401101,2020,7,12
1400000US06037401102,6037401102,2020,4,38
1400000US06037401201,6037401201,2020,6,8
1400000US06037401202,6037401202,2020,2,8
1400000US06037401203,6037401203,2020,1,14
1400000US06037401303,6037401303,2020,9,8
1400000US06037401304,6037401304,2020,11,1
1400000US06037401311,6037401311,2020,24,63
1400000US06037401312,6037401312,2020,14,8
1400000US06037401500,6037401500,2020,20,60
1400000US06037401601,6037401601,2020,5,7
1400000US06037401602,6037401602,2020,16,20
1400000US06037401705,6037401705,2020,15,9
1400000US06037401706,6037401706,2020,7,8
1400000US06037401707,6037401707,2020,14,8
1400000US06037401801,6037401801,2020,14,44
1400000US06037401802,6037401802,2020,9,31
1400000US06037401901,6037401901,2020,2,0
1400000US06037401902,6037401902,2020,45,16
1400000US06037402001,6037402001,2020,2,1
1400000US06037402002,6037402002,2020,11,3
1400000US06037402101,6037402101,2020,2,0
1400000US06037402102,6037402102,2020,3,6
1400000US06037402200,6037402200,2020,9,9
1400000US06037402301,6037402301,2020,6,0
1400000US06037402303,6037402303,2020,2,10
1400000US06037402304,6037402304,2020,3,4
1400000US06037402403,6037402403,2020,7,5
1400000US06037402404,6037402404,2020,0,9
1400000US06037402405,6037402405,2020,3,1
1400000US06037402406,6037402406,2020,10,2
1400000US06037402501,6037402501,2020,7,5
1400000US06037402503,6037402503,2020,4,1
1400000US06037402504,6037402504,2020,2,1
1400000US06037402601,6037402601,2020,9,5
1400000US06037402602,6037402602,2020,10,5
1400000US06037402702,6037402702,2020,4,26
1400000US06037402703,6037402703,2020,2,1
1400000US06037402705,6037402705,2020,0,0
1400000US06037402706,6037402706,2020,1,3
1400000US06037402801,6037402801,2020,0,8
1400000US06037402803,6037402803,2020,0,1
1400000US06037402804,6037402804,2020,0,1
1400000US06037402902,6037402902,2020,4,1
1400000US06037402903,6037402903,2020,2,1
1400000US06037402904,6037402904,2020,2,0
1400000US06037403000,6037403000,2020,1,5
1400000US06037403305,6037403305,2020,5,0
1400000US06037403316,6037403316,2020,3,17
1400000US06037403317,6037403317,2020,1,0
1400000US06037403318,6037403318,2020,7,0
1400000US06037403319,6037403319,2020,5,38
1400000US06037403320,6037403320,2020,1,0
1400000US06037403321,6037403321,2020,6,1
1400000US06037403323,6037403323,2020,0,9
1400000US06037403324,6037403324,2020,16,4
1400000US06037403325,6037403325,2020,5,16
1400000US06037403326,6037403326,2020,1,11
1400000US06037403327,6037403327,2020,5,16
1400000US06037403328,6037403328,2020,1,3
1400000US06037403401,6037403401,2020,4,2
1400000US06037403402,6037403402,2020,2,14
1400000US06037403403,6037403403,2020,2,0
1400000US06037403404,6037403404,2020,3,0
1400000US06037403407,6037403407,2020,2,0
1400000US06037403408,6037403408,2020,1,11
1400000US06037403409,6037403409,2020,3,8
1400000US06037403500,6037403500,2020,13,0
1400000US06037403601,6037403601,2020,16,26
1400000US06037403702,6037403702,2020,1,1
1400000US06037403703,6037403703,2020,8,0
1400000US06037403721,6037403721,2020,1,24
1400000US06037403722,6037403722,2020,4,10
1400000US06037403801,6037403801,2020,5,12
1400000US06037403802,6037403802,2020,6,17
1400000US06037403901,6037403901,2020,3,8
1400000US06037403902,6037403902,2020,7,3
1400000US06037404000,6037404000,2020,3,1
1400000US06037404100,6037404100,2020,0,0
1400000US06037404201,6037404201,2020,0,0
1400000US06037404203,6037404203,2020,0,4
1400000US06037404301,6037404301,2020,1,8
1400000US06037404302,6037404302,2020,0,9
1400000US06037404401,6037404401,2020,1,4
1400000US06037404402,6037404402,2020,2,2
1400000US06037404501,6037404501,2020,0,0
1400000US06037404503,6037404503,2020,1,0
1400000US06037404504,6037404504,2020,0,3
1400000US06037404600,6037404600,2020,2,60
1400000US06037404701,6037404701,2020,22,2
1400000US06037404702,6037404702,2020,13,2
1400000US06037404703,6037404703,2020,2,6
1400000US06037404804,6037404804,2020,3,2
1400000US06037404805,6037404805,2020,1,1
1400000US06037404806,6037404806,2020,2,7
1400000US06037404901,6037404901,2020,8,3
1400000US06037404902,6037404902,2020,0,0
1400000US06037404903,6037404903,2020,1,1
1400000US06037405001,6037405001,2020,10,7
1400000US06037405002,6037405002,2020,4,20
1400000US06037405101,6037405101,2020,3,0
1400000US06037405102,6037405102,2020,2,9
1400000US06037405201,6037405201,2020,1,0
1400000US06037405202,6037405202,2020,0,3
1400000US06037405203,6037405203,2020,1,0
1400000US06037405301,6037405301,2020,0,5
1400000US06037405302,6037405302,2020,11,5
1400000US06037405400,6037405400,2020,7,6
1400000US06037405500,6037405500,2020,8,1
1400000US06037405600,6037405600,2020,4,15
1400000US06037405701,6037405701,2020,4,2
1400000US06037405702,6037405702,2020,7,23
1400000US06037405800,6037405800,2020,5,10
1400000US06037405900,6037405900,2020,2,6
1400000US06037406000,6037406000,2020,6,16
1400000US06037406101,6037406101,2020,4,18
1400000US06037406103,6037406103,2020,26,53
1400000US06037406201,6037406201,2020,10,9
1400000US06037406300,6037406300,2020,41,24
1400000US06037406413,6037406413,2020,18,3
1400000US06037406500,6037406500,2020,21,12
1400000US06037406601,6037406601,2020,14,8
1400000US06037406602,6037406602,2020,5,6
1400000US06037406701,6037406701,2020,5,0
1400000US06037406702,6037406702,2020,8,76
1400000US06037406801,6037406801,2020,5,4
1400000US06037406903,6037406903,2020,6,27
1400000US06037407001,6037407001,2020,4,0
1400000US06037407002,6037407002,2020,2,3
1400000US06037407101,6037407101,2020,1,1
1400000US06037407102,6037407102,2020,2,0
1400000US06037407201,6037407201,2020,2,3
1400000US06037407202,6037407202,2020,2,3
1400000US06037407301,6037407301,2020,1,1
1400000US06037407302,6037407302,2020,4,0
1400000US06037407400,6037407400,2020,2,1
1400000US06037407501,6037407501,2020,3,5
1400000US06037407502,6037407502,2020,5,3
1400000US06037407601,6037407601,2020,4,4
1400000US06037407602,6037407602,2020,3,2
1400000US06037407701,6037407701,2020,3,1
1400000US06037407702,6037407702,2020,9,5
1400000US06037407801,6037407801,2020,4,2
1400000US06037407802,6037407802,2020,0,5
1400000US06037407901,6037407901,2020,5,3
1400000US06037407902,6037407902,2020,2,1
1400000US06037408003,6037408003,2020,13,0
1400000US06037408004,6037408004,2020,7,3
1400000US06037408005,6037408005,2020,24,2
1400000US06037408006,6037408006,2020,1,6
1400000US06037408133,6037408133,2020,12,1
1400000US06037408134,6037408134,2020,3,1
1400000US06037408135,6037408135,2020,12,0
1400000US06037408136,6037408136,2020,5,0
1400000US06037408137,6037408137,2020,10,9
1400000US06037408138,6037408138,2020,9,3
1400000US06037408139,6037408139,2020,4,0
1400000US06037408140,6037408140,2020,3,1
1400000US06037408141,6037408141,2020,7,5
1400000US06037408212,6037408212,2020,1,9
1400000US06037408213,6037408213,2020,1,16
1400000US06037408301,6037408301,2020,7,21
1400000US06037408302,6037408302,2020,8,1
1400000US06037408303,6037408303,2020,1,1
1400000US06037408401,6037408401,2020,3,1
1400000US06037408402,6037408402,2020,12,12
1400000US06037408503,6037408503,2020,13,3
1400000US06037408504,6037408504,2020,7,11
1400000US06037408505,6037408505,2020,0,1
1400000US06037408623,6037408623,2020,5,1
1400000US06037408624,6037408624,2020,1,4
1400000US06037408625,6037408625,2020,3,3
1400000US06037408626,6037408626,2020,6,8
1400000US06037408627,6037408627,2020,0,0
1400000US06037408628,6037408628,2020,5,5
1400000US06037408629,6037408629,2020,8,22
1400000US06037408631,6037408631,2020,4,0
1400000US06037408703,6037408703,2020,18,1
1400000US06037408705,6037408705,2020,3,0
1400000US06037408707,6037408707,2020,4,1
1400000US06037408722,6037408722,2020,3,0
1400000US06037408724,6037408724,2020,4,12
1400000US06037408725,6037408725,2020,5,3
1400000US06037408800,6037408800,2020,27,38
1400000US06037408900,6037408900,2020,24,5
1400000US06037409000,6037409000,2020,11,30
1400000US06037409100,6037409100,2020,5,17
1400000US06037430003,6037430003,2020,1,0
1400000US06037430004,6037430004,2020,3,1
1400000US06037430005,6037430005,2020,3,1
1400000US06037430101,6037430101,2020,7,9
1400000US06037430102,6037430102,2020,0,0
1400000US06037430200,6037430200,2020,10,0
1400000US06037430301,6037430301,2020,8,0
1400000US06037430302,6037430302,2020,17,1
1400000US06037430400,6037430400,2020,5,13
1400000US06037430501,6037430501,2020,15,0
1400000US06037430502,6037430502,2020,26,21
1400000US06037430600,6037430600,2020,19,0
1400000US06037430701,6037430701,2020,24,6
1400000US06037430721,6037430721,2020,12,38
1400000US06037430723,6037430723,2020,5,1
1400000US06037430724,6037430724,2020,11,5
1400000US06037430801,6037430801,2020,17,13
1400000US06037430802,6037430802,2020,8,0
1400000US06037430803,6037430803,2020,5,9
1400000US06037430901,6037430901,2020,9,10
1400000US06037430902,6037430902,2020,4,6
1400000US06037431002,6037431002,2020,5,0
1400000US06037431003,6037431003,2020,12,11
1400000US06037431004,6037431004,2020,13,12
1400000US06037431100,6037431100,2020,22,51
1400000US06037431200,6037431200,2020,4,2
1400000US06037431300,6037431300,2020,1,0
1400000US06037431400,6037431400,2020,4,4
1400000US06037431501,6037431501,2020,2,0
1400000US06037431502,6037431502,2020,4,13
1400000US06037431600,6037431600,2020,16,21
1400000US06037431701,6037431701,2020,14,6
1400000US06037431800,6037431800,2020,5,3
1400000US06037431900,6037431900,2020,20,11
1400000US06037432001,6037432001,2020,7,2
1400000US06037432002,6037432002,2020,13,3
1400000US06037432101,6037432101,2020,7,0
1400000US06037432102,6037432102,2020,14,3
1400000US06037432201,6037432201,2020,24,2
1400000US06037432202,6037432202,2020,1,16
1400000US06037432300,6037432300,2020,0,12
1400000US06037432401,6037432401,2020,2,0
1400000US06037432402,6037432402,2020,4,2
1400000US06037432501,6037432501,2020,4,6
1400000US06037432502,6037432502,2020,6,10
1400000US06037432601,6037432601,2020,1,6
1400000US06037432602,6037432602,2020,8,0
1400000US06037432700,6037432700,2020,1,36
1400000US06037432801,6037432801,2020,4,13
1400000US06037432802,6037432802,2020,3,1
1400000US06037432901,6037432901,2020,0,5
1400000US06037432902,6037432902,2020,3,1
1400000US06037433103,6037433103,2020,0,18
1400000US06037433200,6037433200,2020,3,17
1400000US06037433302,6037433302,2020,3,3
1400000US06037433304,6037433304,2020,1,3
1400000US06037433305,6037433305,2020,4,2
1400000US06037433306,6037433306,2020,1,0
1400000US06037433307,6037433307,2020,0,0
1400000US06037433402,6037433402,2020,1,1
1400000US06037433403,6037433403,2020,0,12
1400000US06037433505,6037433505,2020,6,5
1400000US06037433506,6037433506,2020,5,6
1400000US06037433601,6037433601,2020,4,6
1400000US06037433602,6037433602,2020,2,10
1400000US06037433803,6037433803,2020,0,1
1400000US06037433804,6037433804,2020,3,19
1400000US06037433901,6037433901,2020,0,5
1400000US06037433903,6037433903,2020,3,4
1400000US06037434001,6037434001,2020,15,2
1400000US06037434003,6037434003,2020,1,5
1400000US06037434004,6037434004,2020,3,1
1400000US06037434100,6037434100,2020,3,11
1400000US06037460001,6037460001,2020,10,5
1400000US06037460002,6037460002,2020,3,2
1400000US06037460101,6037460101,2020,15,1
1400000US06037460200,6037460200,2020,19,1
1400000US06037460301,6037460301,2020,13,0
1400000US06037460302,6037460302,2020,7,2
1400000US06037460401,6037460401,2020,3,1
1400000US06037460501,6037460501,2020,5,0
1400000US06037460502,6037460502,2020,3,5
1400000US06037460601,6037460601,2020,10,5
1400000US06037460700,6037460700,2020,16,1
1400000US06037460800,6037460800,2020,23,0
1400000US06037460900,6037460900,2020,15,4
1400000US06037461000,6037461000,2020,15,5
1400000US06037461100,6037461100,2020,20,10
1400000US06037461200,6037461200,2020,6,1
1400000US06037461300,6037461300,2020,11,2
1400000US06037461400,6037461400,2020,13,4
1400000US06037461501,6037461501,2020,19,0
1400000US06037461502,6037461502,2020,27,1
1400000US06037461600,6037461600,2020,13,7
1400000US06037461700,6037461700,2020,12,1
1400000US06037461901,6037461901,2020,22,12
1400000US06037461902,6037461902,2020,2,45
1400000US06037462001,6037462001,2020,8,2
1400000US06037462002,6037462002,2020,10,3
1400000US06037462100,6037462100,2020,14,12
1400000US06037462201,6037462201,2020,13,2
1400000US06037462202,6037462202,2020,22,20
1400000US06037462301,6037462301,2020,19,2
1400000US06037462302,6037462302,2020,11,17
1400000US06037462400,6037462400,2020,23,1
1400000US06037462500,6037462500,2020,17,4
1400000US06037462600,6037462600,2020,3,0
1400000US06037462700,6037462700,2020,23,20
1400000US06037462800,6037462800,2020,16,23
1400000US06037462900,6037462900,2020,5,17
1400000US06037463000,6037463000,2020,2,22
1400000US06037463103,6037463103,2020,15,22
1400000US06037463200,6037463200,2020,20,7
1400000US06037463300,6037463300,2020,7,0
1400000US06037463400,6037463400,2020,24,5
1400000US06037463500,6037463500,2020,37,35
1400000US06037463601,6037463601,2020,34,81
1400000US06037463602,6037463602,2020,15,22
1400000US06037463700,6037463700,2020,12,15
1400000US06037463800,6037463800,2020,13,1
1400000US06037463900,6037463900,2020,22,23
1400000US06037464000,6037464000,2020,28,25
1400000US06037464101,6037464101,2020,6,1
1400000US06037464102,6037464102,2020,5,0
1400000US06037464200,6037464200,2020,6,0
1400000US06037480002,6037480002,2020,11,0
1400000US06037480011,6037480011,2020,32,6
1400000US06037480012,6037480012,2020,26,0
1400000US06037480101,6037480101,2020,16,4
1400000US06037480102,6037480102,2020,3,5
1400000US06037480201,6037480201,2020,5,4
1400000US06037480202,6037480202,2020,6,4
1400000US06037480302,6037480302,2020,13,14
1400000US06037480303,6037480303,2020,4,4
1400000US06037480304,6037480304,2020,37,81
1400000US06037480400,6037480400,2020,12,0
1400000US06037480500,6037480500,2020,71,19
1400000US06037480601,6037480601,2020,31,3
1400000US06037480602,6037480602,2020,73,8
1400000US06037480702,6037480702,2020,41,2
1400000US06037480703,6037480703,2020,53,1
1400000US06037480704,6037480704,2020,51,4
1400000US06037480802,6037480802,2020,6,73
1400000US06037480803,6037480803,2020,11,14
1400000US06037480804,6037480804,2020,10,3
1400000US06037480901,6037480901,2020,7,1
1400000US06037480902,6037480902,2020,3,8
1400000US06037480903,6037480903,2020,6,2
1400000US06037481001,6037481001,2020,6,5
1400000US06037481002,6037481002,2020,18,13
