geoid,geoid20,year,denom_known_poverty_1,housing_stability_count,housing_stability_pct
1400000US06037504200,6037504200,2019,7448,6947,93.273361
1400000US06037530005,6037530005,2019,3905,3781,96.824585
1400000US06037530006,6037530006,2019,4373,3852,88.085983
1400000US06037530007,6037530007,2019,6410,5606,87.4571
1400000US06037530101,6037530101,2019,5045,4640,91.972252
1400000US06037530102,6037530102,2019,4679,4458,95.276772
1400000US06037530202,6037530202,2019,4240,4120,97.169815
1400000US06037530203,6037530203,2019,2719,2507,92.203018
1400000US06037530204,6037530204,2019,3883,3150,81.122841
1400000US06037530301,6037530301,2019,2196,2151,97.950821
1400000US06037530302,6037530302,2019,6770,6354,93.855247
1400000US06037530400,6037530400,2019,3691,3507,95.0149
1400000US06037530500,6037530500,2019,3703,3614,97.596542
1400000US06037530603,6037530603,2019,4620,4369,94.567101
1400000US06037530700,6037530700,2019,2117,1988,93.906471
1400000US06037530801,6037530801,2019,5333,5169,96.924805
1400000US06037530802,6037530802,2019,3108,2996,96.396393
1400000US06037530901,6037530901,2019,3562,3485,97.838295
1400000US06037530902,6037530902,2019,3793,3622,95.491692
1400000US06037531000,6037531000,2019,5049,4857,96.197266
1400000US06037531101,6037531101,2019,4765,4741,99.49633
1400000US06037531102,6037531102,2019,3181,3150,99.025467
1400000US06037531201,6037531201,2019,5466,5209,95.29821
1400000US06037531202,6037531202,2019,4403,4036,91.664772
1400000US06037531301,6037531301,2019,4651,4399,94.58181
1400000US06037531302,6037531302,2019,6115,6011,98.299263
1400000US06037531502,6037531502,2019,3349,3203,95.640488
1400000US06037531503,6037531503,2019,2688,2604,96.875
1400000US06037531504,6037531504,2019,4186,4111,98.208313
1400000US06037531602,6037531602,2019,4325,4157,96.115608
1400000US06037531603,6037531603,2019,3327,3198,96.122635
1400000US06037531604,6037531604,2019,3707,3565,96.169411
1400000US06037531701,6037531701,2019,5297,5031,94.978287
1400000US06037531702,6037531702,2019,5039,5018,99.583252
1400000US06037531800,6037531800,2019,4960,4754,95.846771
1400000US06037531901,6037531901,2019,6187,5962,96.363342
1400000US06037531902,6037531902,2019,4700,4587,97.595741
1400000US06037532001,6037532001,2019,3015,2786,92.40464
1400000US06037532002,6037532002,2019,3331,3054,91.684181
1400000US06037532101,6037532101,2019,6640,6276,94.518074
1400000US06037532102,6037532102,2019,3869,3794,98.061516
1400000US06037532200,6037532200,2019,7324,6924,94.538506
1400000US06037532302,6037532302,2019,4715,4585,97.242844
1400000US06037532303,6037532303,2019,4543,4138,91.085182
1400000US06037532304,6037532304,2019,5477,4949,90.359688
1400000US06037532500,6037532500,2019,4139,3869,93.476685
1400000US06037532605,6037532605,2019,3243,3075,94.819611
1400000US06037532606,6037532606,2019,4225,3898,92.260353
1400000US06037532607,6037532607,2019,6670,6014,90.164917
1400000US06037532700,6037532700,2019,2545,2444,96.031433
1400000US06037532800,6037532800,2019,4466,3970,88.893867
1400000US06037532900,6037532900,2019,6895,6638,96.272659
1400000US06037533001,6037533001,2019,4628,4414,95.375969
1400000US06037533002,6037533002,2019,1574,1402,89.072426
1400000US06037533103,6037533103,2019,4335,3991,92.06459
1400000US06037533104,6037533104,2019,4325,3753,86.774567
1400000US06037533105,6037533105,2019,2489,2355,94.61631
1400000US06037533108,6037533108,2019,5079,4647,91.494392
1400000US06037533201,6037533201,2019,2739,2577,94.085434
1400000US06037533204,6037533204,2019,5004,4661,93.145485
1400000US06037533300,6037533300,2019,3272,3161,96.607582
1400000US06037533401,6037533401,2019,4974,4750,95.496582
1400000US06037533402,6037533402,2019,4127,3717,90.065422
1400000US06037533403,6037533403,2019,2679,2541,94.848824
1400000US06037533501,6037533501,2019,3033,2728,89.943947
1400000US06037533504,6037533504,2019,4204,4021,95.647003
1400000US06037533601,6037533601,2019,4687,4377,93.385963
1400000US06037533602,6037533602,2019,5468,5266,96.305779
1400000US06037533603,6037533603,2019,6836,6290,92.012871
1400000US06037533701,6037533701,2019,2926,2797,95.591248
1400000US06037533702,6037533702,2019,3407,3271,96.008217
1400000US06037533703,6037533703,2019,3387,3292,97.19516
1400000US06037533803,6037533803,2019,6230,5969,95.810593
1400000US06037533804,6037533804,2019,4152,4004,96.435455
1400000US06037533805,6037533805,2019,3487,3292,94.407799
1400000US06037533806,6037533806,2019,2889,2749,95.15403
1400000US06037533901,6037533901,2019,6249,5947,95.167229
1400000US06037533902,6037533902,2019,3945,3743,94.879593
1400000US06037534001,6037534001,2019,5045,4826,95.659065
1400000US06037534002,6037534002,2019,4431,4126,93.116676
1400000US06037534101,6037534101,2019,2301,2293,99.652328
1400000US06037534102,6037534102,2019,6013,5637,93.74688
1400000US06037534201,6037534201,2019,4564,4438,97.239265
1400000US06037534202,6037534202,2019,5623,5260,93.544373
1400000US06037534203,6037534203,2019,3117,2922,93.743988
1400000US06037534301,6037534301,2019,4240,4136,97.547173
1400000US06037534302,6037534302,2019,4376,4163,95.132538
1400000US06037534403,6037534403,2019,2834,2676,94.424843
1400000US06037534404,6037534404,2019,3623,3363,92.823624
1400000US06037534405,6037534405,2019,4287,4086,95.311409
1400000US06037534406,6037534406,2019,5063,4741,93.640137
1400000US06037534501,6037534501,2019,5152,4777,92.721275
1400000US06037534502,6037534502,2019,4529,4473,98.763527
1400000US06037534700,6037534700,2019,4441,4168,93.852737
1400000US06037534802,6037534802,2019,3125,3039,97.248001
1400000US06037534803,6037534803,2019,4479,4188,93.503014
1400000US06037534804,6037534804,2019,3626,3449,95.118591
1400000US06037534900,6037534900,2019,6275,5911,94.199203
1400000US06037535001,6037535001,2019,4376,3844,87.842781
1400000US06037535002,6037535002,2019,3632,3539,97.43943
1400000US06037535101,6037535101,2019,7786,7243,93.025948
1400000US06037535102,6037535102,2019,4583,4159,90.748421
1400000US06037535200,6037535200,2019,5992,5586,93.224297
1400000US06037535300,6037535300,2019,6430,6220,96.734062
1400000US06037535400,6037535400,2019,2818,2706,96.025551
1400000US06037535501,6037535501,2019,3767,3580,95.035835
1400000US06037535502,6037535502,2019,5344,4334,81.100296
1400000US06037535503,6037535503,2019,2183,1974,90.426018
1400000US06037535603,6037535603,2019,3916,3585,91.547501
1400000US06037535604,6037535604,2019,4371,3754,85.884239
1400000US06037535605,6037535605,2019,4391,4148,94.46595
1400000US06037535606,6037535606,2019,1999,1863,93.196602
1400000US06037535607,6037535607,2019,4927,4662,94.621475
1400000US06037535701,6037535701,2019,5148,4973,96.600624
1400000US06037535702,6037535702,2019,5541,5339,96.354446
1400000US06037535802,6037535802,2019,6569,6381,97.138069
1400000US06037535803,6037535803,2019,4177,3991,95.547043
1400000US06037535804,6037535804,2019,5229,4848,92.713715
1400000US06037535901,6037535901,2019,5449,5156,94.622864
1400000US06037535902,6037535902,2019,7146,6417,89.798492
1400000US06037536000,6037536000,2019,3640,3441,94.532967
1400000US06037536102,6037536102,2019,3100,2905,93.709679
1400000US06037536103,6037536103,2019,5260,5034,95.703423
1400000US06037536104,6037536104,2019,3791,3509,92.561333
1400000US06037536201,6037536201,2019,5067,4816,95.046379
1400000US06037536202,6037536202,2019,3004,2850,94.873505
1400000US06037540000,6037540000,2019,5542,5315,95.904007
1400000US06037540101,6037540101,2019,6641,6552,98.659843
1400000US06037540102,6037540102,2019,6851,6482,94.613922
1400000US06037540201,6037540201,2019,2549,2295,90.035309
1400000US06037540202,6037540202,2019,6595,6074,92.100075
1400000US06037540203,6037540203,2019,5716,5477,95.818756
1400000US06037540300,6037540300,2019,4647,4458,95.932861
1400000US06037540400,6037540400,2019,2087,1977,94.729279
1400000US06037540501,6037540501,2019,4683,4660,99.508865
1400000US06037540502,6037540502,2019,6084,5445,89.49704
1400000US06037540600,6037540600,2019,4836,4105,84.884201
1400000US06037540700,6037540700,2019,3072,2926,95.247398
1400000US06037540800,6037540800,2019,5251,4791,91.239761
1400000US06037540901,6037540901,2019,4609,4315,93.621178
1400000US06037540902,6037540902,2019,4678,4330,92.560921
1400000US06037541003,6037541003,2019,4374,4048,92.546867
1400000US06037541100,6037541100,2019,3175,3093,97.41732
1400000US06037541200,6037541200,2019,6383,6271,98.245338
1400000US06037541300,6037541300,2019,5405,5202,96.244217
1400000US06037541401,6037541401,2019,4618,4153,89.930702
1400000US06037541402,6037541402,2019,2792,2511,89.935532
1400000US06037541500,6037541500,2019,6377,6238,97.82029
1400000US06037541603,6037541603,2019,2875,2661,92.556519
1400000US06037541604,6037541604,2019,5768,5387,93.394592
1400000US06037541605,6037541605,2019,4829,4425,91.633881
1400000US06037541606,6037541606,2019,2310,1998,86.493507
1400000US06037541700,6037541700,2019,6553,6389,97.49733
1400000US06037541801,6037541801,2019,6010,5465,90.931778
1400000US06037541802,6037541802,2019,5287,5197,98.297714
1400000US06037542000,6037542000,2019,4611,4385,95.098679
1400000US06037542103,6037542103,2019,3640,3561,97.829674
1400000US06037542104,6037542104,2019,3170,3023,95.362778
1400000US06037542105,6037542105,2019,4756,4369,91.862907
1400000US06037542106,6037542106,2019,3310,3117,94.169182
1400000US06037542200,6037542200,2019,7052,6379,90.456612
1400000US06037542401,6037542401,2019,4674,4497,96.213097
1400000US06037542402,6037542402,2019,3332,3118,93.577431
1400000US06037542501,6037542501,2019,4824,4247,88.038971
1400000US06037542502,6037542502,2019,4937,4630,93.781647
1400000US06037542601,6037542601,2019,3245,2969,91.494606
1400000US06037542602,6037542602,2019,5875,5614,95.557449
1400000US06037542700,6037542700,2019,5912,5579,94.367386
1400000US06037542800,6037542800,2019,3002,2941,97.968018
1400000US06037542900,6037542900,2019,3130,3016,96.357826
1400000US06037543000,6037543000,2019,4478,4248,94.863777
1400000US06037543100,6037543100,2019,7162,6722,93.856468
1400000US06037543201,6037543201,2019,3563,3395,95.284874
1400000US06037543203,6037543203,2019,5763,5086,88.252647
1400000US06037543304,6037543304,2019,5699,5454,95.700996
1400000US06037543305,6037543305,2019,3653,3183,87.133865
1400000US06037543306,6037543306,2019,6171,5519,89.434448
1400000US06037543321,6037543321,2019,4687,4298,91.700447
1400000US06037543322,6037543322,2019,7876,7238,91.899445
1400000US06037543400,6037543400,2019,3705,3509,94.709854
1400000US06037543501,6037543501,2019,7429,6836,92.017769
1400000US06037543502,6037543502,2019,4167,3920,94.072472
1400000US06037543503,6037543503,2019,5140,4458,86.731514
1400000US06037543601,6037543601,2019,3697,3566,96.456589
1400000US06037543603,6037543603,2019,4262,3948,92.632568
1400000US06037543605,6037543605,2019,4461,4157,93.185387
1400000US06037543606,6037543606,2019,3127,2914,93.188362
1400000US06037543607,6037543607,2019,2587,2465,95.284111
1400000US06037543701,6037543701,2019,3019,2779,92.050346
1400000US06037543703,6037543703,2019,3317,3092,93.216759
1400000US06037543704,6037543704,2019,3358,3211,95.622391
1400000US06037543705,6037543705,2019,3242,3100,95.619987
1400000US06037543801,6037543801,2019,5081,4617,90.867943
1400000US06037543803,6037543803,2019,3583,3225,90.008369
1400000US06037543804,6037543804,2019,2847,2561,89.954338
1400000US06037543903,6037543903,2019,3629,3356,92.477264
1400000US06037543905,6037543905,2019,4494,4126,91.811302
1400000US06037544001,6037544001,2019,3752,3558,94.829422
1400000US06037544002,6037544002,2019,4114,3772,91.68692
1400000US06037550101,6037550101,2019,3155,3069,97.27417
1400000US06037550201,6037550201,2019,2619,2484,94.84536
1400000US06037550202,6037550202,2019,5596,5416,96.783417
1400000US06037550301,6037550301,2019,5389,4827,89.57135
1400000US06037550501,6037550501,2019,2741,2572,93.834366
1400000US06037550502,6037550502,2019,5462,5127,93.866714
1400000US06037550601,6037550601,2019,5836,5265,90.215904
1400000US06037550602,6037550602,2019,4311,3965,91.974022
1400000US06037550700,6037550700,2019,6003,5470,91.121109
1400000US06037550801,6037550801,2019,4037,3796,94.03022
1400000US06037550802,6037550802,2019,3342,3142,94.015556
1400000US06037550901,6037550901,2019,4063,3566,87.767662
1400000US06037550902,6037550902,2019,5699,5096,89.419197
1400000US06037551001,6037551001,2019,4192,3802,90.696564
1400000US06037551002,6037551002,2019,2830,2567,90.706711
1400000US06037551101,6037551101,2019,3881,3657,94.228294
1400000US06037551102,6037551102,2019,5328,4526,84.947449
1400000US06037551201,6037551201,2019,3240,3014,93.024689
1400000US06037551203,6037551203,2019,3927,3412,86.885666
1400000US06037551204,6037551204,2019,3685,3201,86.865669
1400000US06037551300,6037551300,2019,5159,4590,88.970734
1400000US06037551401,6037551401,2019,4447,4065,91.409943
1400000US06037551402,6037551402,2019,4523,4092,90.470924
1400000US06037551501,6037551501,2019,4567,4256,93.190277
1400000US06037551502,6037551502,2019,4774,4456,93.338921
1400000US06037551700,6037551700,2019,6201,5959,96.097404
1400000US06037551801,6037551801,2019,3695,3377,91.393776
1400000US06037551802,6037551802,2019,3521,3218,91.394493
1400000US06037551900,6037551900,2019,4950,4725,95.454544
1400000US06037552001,6037552001,2019,4072,3945,96.881142
1400000US06037552002,6037552002,2019,3250,2982,91.753845
1400000US06037552100,6037552100,2019,6483,5920,91.31575
1400000US06037552200,6037552200,2019,5507,5305,96.33194
1400000US06037552301,6037552301,2019,4333,4082,94.207245
1400000US06037552302,6037552302,2019,4023,3728,92.66716
1400000US06037552400,6037552400,2019,2362,2275,96.316681
1400000US06037552601,6037552601,2019,5169,4816,93.17083
1400000US06037552602,6037552602,2019,4382,4045,92.309448
1400000US06037552700,6037552700,2019,6668,5976,89.622078
1400000US06037552800,6037552800,2019,6164,5425,88.011032
1400000US06037552900,6037552900,2019,7022,6829,97.251495
1400000US06037553000,6037553000,2019,4918,4707,95.709641
1400000US06037553100,6037553100,2019,6698,6034,90.086594
1400000US06037553201,6037553201,2019,4089,3817,93.348007
1400000US06037553202,6037553202,2019,3480,3249,93.362068
1400000US06037553300,6037553300,2019,3192,3060,95.864662
1400000US06037553400,6037553400,2019,3435,3303,96.157204
1400000US06037553502,6037553502,2019,3996,3776,94.494492
1400000US06037553503,6037553503,2019,2796,2616,93.562233
1400000US06037553504,6037553504,2019,5292,4955,93.631897
1400000US06037553601,6037553601,2019,5141,4727,91.94709
1400000US06037553602,6037553602,2019,4654,4033,86.656639
1400000US06037553701,6037553701,2019,3959,3603,91.007828
1400000US06037553702,6037553702,2019,4994,4673,93.572289
1400000US06037553801,6037553801,2019,4805,4394,91.446411
1400000US06037553802,6037553802,2019,6729,6160,91.54406
1400000US06037553901,6037553901,2019,6532,6116,93.631355
1400000US06037553902,6037553902,2019,5386,4754,88.265877
1400000US06037554001,6037554001,2019,3756,3616,96.272629
1400000US06037554002,6037554002,2019,5832,5349,91.718109
1400000US06037554101,6037554101,2019,3535,3355,94.908066
1400000US06037554105,6037554105,2019,4454,3811,85.563538
1400000US06037554106,6037554106,2019,3734,3468,92.876274
1400000US06037554201,6037554201,2019,4316,3975,92.099167
1400000US06037554203,6037554203,2019,3630,3394,93.498619
1400000US06037554204,6037554204,2019,4262,3812,89.441574
1400000US06037554301,6037554301,2019,3489,3311,94.898254
1400000US06037554302,6037554302,2019,4245,3842,90.506477
1400000US06037554403,6037554403,2019,5712,5278,92.401962
1400000US06037554404,6037554404,2019,4040,3589,88.836632
1400000US06037554405,6037554405,2019,2881,2681,93.057968
1400000US06037554406,6037554406,2019,4594,4317,93.970398
1400000US06037554511,6037554511,2019,4138,3931,94.997581
1400000US06037554512,6037554512,2019,6364,5747,90.30484
1400000US06037554513,6037554513,2019,2695,2552,94.693878
1400000US06037554514,6037554514,2019,4657,4387,94.202278
1400000US06037554515,6037554515,2019,3729,3376,90.533653
1400000US06037554516,6037554516,2019,3868,3694,95.501549
1400000US06037554517,6037554517,2019,4510,3983,88.314857
1400000US06037554518,6037554518,2019,5439,5240,96.34124
1400000US06037554519,6037554519,2019,3495,3247,92.904152
1400000US06037554521,6037554521,2019,5838,4844,82.973618
1400000US06037554522,6037554522,2019,4904,4731,96.472267
1400000US06037554600,6037554600,2019,4138,3855,93.16095
1400000US06037554700,6037554700,2019,4317,4166,96.502197
1400000US06037554801,6037554801,2019,2690,2590,96.282524
1400000US06037554802,6037554802,2019,5921,5348,90.322578
1400000US06037554900,6037554900,2019,7433,7114,95.708328
1400000US06037555001,6037555001,2019,5270,4716,89.487663
1400000US06037555002,6037555002,2019,3550,3237,91.183098
1400000US06037555105,6037555105,2019,4589,4180,91.087379
1400000US06037555106,6037555106,2019,3703,3379,91.250336
1400000US06037555107,6037555107,2019,6089,5540,90.983742
1400000US06037555202,6037555202,2019,3620,3383,93.453041
1400000US06037555211,6037555211,2019,5497,5155,93.778427
1400000US06037555212,6037555212,2019,5359,5137,95.857437
1400000US06037555300,6037555300,2019,5786,5346,92.395439
1400000US06037570001,6037570001,2019,4654,4503,96.755478
1400000US06037570002,6037570002,2019,2643,2365,89.481651
1400000US06037570003,6037570003,2019,4030,3794,94.143921
1400000US06037570100,6037570100,2019,3085,2739,88.784439
1400000US06037570202,6037570202,2019,6002,5711,95.151619
1400000US06037570203,6037570203,2019,4102,3664,89.322281
1400000US06037570204,6037570204,2019,3941,3792,96.219231
1400000US06037570303,6037570303,2019,4264,3987,93.503754
1400000US06037570304,6037570304,2019,4974,4616,92.802574
1400000US06037570305,6037570305,2019,4395,4165,94.766777
1400000US06037570306,6037570306,2019,2775,2629,94.738739
1400000US06037570402,6037570402,2019,3316,3060,92.279854
1400000US06037570403,6037570403,2019,4726,4479,94.77359
1400000US06037570404,6037570404,2019,3605,3466,96.144241
1400000US06037570502,6037570502,2019,6414,6002,93.576553
1400000US06037570503,6037570503,2019,2860,2459,85.979019
1400000US06037570504,6037570504,2019,5024,4320,85.987259
1400000US06037570601,6037570601,2019,5513,5048,91.565392
1400000US06037570602,6037570602,2019,6024,5482,91.002655
1400000US06037570603,6037570603,2019,5041,4499,89.248161
1400000US06037570701,6037570701,2019,7267,6778,93.27095
1400000US06037570703,6037570703,2019,3354,3079,91.800835
1400000US06037570800,6037570800,2019,5228,4679,89.498856
1400000US06037570901,6037570901,2019,5662,5423,95.778877
1400000US06037570902,6037570902,2019,3468,3078,88.754326
1400000US06037571000,6037571000,2019,5556,5260,94.672424
1400000US06037571101,6037571101,2019,4372,4137,94.624886
1400000US06037571102,6037571102,2019,4063,3461,85.183365
1400000US06037571201,6037571201,2019,4050,3566,88.049385
1400000US06037571202,6037571202,2019,4059,3573,88.026611
1400000US06037571300,6037571300,2019,4414,4210,95.378342
1400000US06037571400,6037571400,2019,4262,3925,92.092911
1400000US06037571502,6037571502,2019,4672,4121,88.206337
1400000US06037571504,6037571504,2019,4401,3729,84.730743
1400000US06037571505,6037571505,2019,2798,2439,87.169403
1400000US06037571600,6037571600,2019,2260,2121,93.849556
1400000US06037571701,6037571701,2019,6152,5710,92.815346
1400000US06037571703,6037571703,2019,3414,3376,98.886932
1400000US06037571704,6037571704,2019,4016,3714,92.48008
1400000US06037571800,6037571800,2019,3288,2923,88.899025
1400000US06037571900,6037571900,2019,5365,4695,87.51165
1400000US06037572001,6037572001,2019,6373,5867,92.060257
1400000US06037572201,6037572201,2019,5458,5179,94.888237
1400000US06037572202,6037572202,2019,3439,3253,94.591454
1400000US06037572301,6037572301,2019,3773,3355,88.92128
1400000US06037572500,6037572500,2019,3607,3241,89.853065
1400000US06037572600,6037572600,2019,5308,4855,91.465714
1400000US06037572700,6037572700,2019,5262,5038,95.743065
1400000US06037573002,6037573002,2019,4040,3715,91.955444
1400000US06037573003,6037573003,2019,1798,1622,90.211349
1400000US06037573004,6037573004,2019,4470,3653,81.722595
1400000US06037573101,6037573101,2019,3186,2819,88.48085
1400000US06037573102,6037573102,2019,4033,3567,88.445328
1400000US06037573201,6037573201,2019,4531,4167,91.966454
1400000US06037573202,6037573202,2019,6263,5590,89.254349
1400000US06037573300,6037573300,2019,4083,3705,90.742104
1400000US06037573401,6037573401,2019,1583,1486,93.872391
1400000US06037573402,6037573402,2019,6269,5534,88.275642
1400000US06037573403,6037573403,2019,3471,3136,90.348602
1400000US06037573601,6037573601,2019,6388,6035,94.474014
1400000US06037573700,6037573700,2019,4865,4386,90.15416
1400000US06037573800,6037573800,2019,4262,4070,95.495071
1400000US06037573902,6037573902,2019,2017,1814,89.935547
1400000US06037574000,6037574000,2019,5111,4916,96.1847
1400000US06037574100,6037574100,2019,4954,4557,91.986275
1400000US06037574201,6037574201,2019,3086,2913,94.394035
1400000US06037574202,6037574202,2019,1906,1736,91.080795
1400000US06037574300,6037574300,2019,5927,5256,88.678925
1400000US06037574400,6037574400,2019,5341,5046,94.476692
1400000US06037574500,6037574500,2019,6453,6168,95.58345
1400000US06037574602,6037574602,2019,1291,1099,85.127808
1400000US06037574800,6037574800,2019,2949,2574,87.283829
1400000US06037574901,6037574901,2019,3672,3396,92.483658
1400000US06037574902,6037574902,2019,4843,3390,69.997932
1400000US06037575001,6037575001,2019,3703,3112,84.03997
1400000US06037575002,6037575002,2019,4374,3946,90.214905
1400000US06037575101,6037575101,2019,4236,3990,94.192635
1400000US06037575102,6037575102,2019,4083,3883,95.101639
1400000US06037575103,6037575103,2019,5008,4535,90.555115
1400000US06037575201,6037575201,2019,4705,4342,92.284805
1400000US06037575202,6037575202,2019,4126,3625,87.857491
1400000US06037575300,6037575300,2019,4200,3801,90.5
1400000US06037575401,6037575401,2019,4656,3821,82.066154
1400000US06037575402,6037575402,2019,3987,3328,83.471283
1400000US06037575801,6037575801,2019,2240,1856,82.85714
1400000US06037575802,6037575802,2019,5482,4709,85.899307
1400000US06037575803,6037575803,2019,3107,2795,89.95816
1400000US06037575901,6037575901,2019,3507,3058,87.197037
1400000US06037575902,6037575902,2019,5126,3977,77.584862
1400000US06037576001,6037576001,2019,5311,3768,70.94709
1400000US06037576200,6037576200,2019,5213,3983,76.405144
1400000US06037576301,6037576301,2019,4033,3357,83.238281
1400000US06037576302,6037576302,2019,3946,3577,90.648758
1400000US06037576401,6037576401,2019,5009,4712,94.070671
1400000US06037576402,6037576402,2019,4814,4110,85.375984
1400000US06037576403,6037576403,2019,5125,4530,88.390244
1400000US06037576501,6037576501,2019,2899,2535,87.443947
1400000US06037576502,6037576502,2019,4591,3892,84.774559
1400000US06037576503,6037576503,2019,4233,3646,86.132767
1400000US06037576601,6037576601,2019,4047,3181,78.601433
1400000US06037576602,6037576602,2019,4214,3456,82.012337
1400000US06037576700,6037576700,2019,3763,3233,85.915489
1400000US06037576801,6037576801,2019,3995,3460,86.608261
1400000US06037576802,6037576802,2019,3943,3641,92.340858
1400000US06037576901,6037576901,2019,5152,4528,87.888199
1400000US06037576903,6037576903,2019,3628,3266,90.022049
1400000US06037576904,6037576904,2019,3111,2745,88.235291
1400000US06037577000,6037577000,2019,7110,5873,82.601967
1400000US06037577100,6037577100,2019,6861,6090,88.762573
1400000US06037577200,6037577200,2019,5830,5095,87.392799
1400000US06037577300,6037577300,2019,5430,3979,73.278084
1400000US06037577400,6037577400,2019,2857,2424,84.844246
1400000US06037577501,6037577501,2019,3370,3082,91.454002
1400000US06037577504,6037577504,2019,1378,1173,85.123367
1400000US06037577602,6037577602,2019,3131,2805,89.58799
1400000US06037577604,6037577604,2019,1362,1212,88.986786
1400000US06037577605,6037577605,2019,4779,4413,92.341492
1400000US06037577606,6037577606,2019,3613,3336,92.333244
1400000US06037577700,6037577700,2019,4798,4559,95.018761
1400000US06037577800,6037577800,2019,4157,3716,89.391388
1400000US06037577900,6037577900,2019,5389,4714,87.474487
1400000US06037578000,6037578000,2019,6197,5563,89.769241
1400000US06037578100,6037578100,2019,,,
1400000US06037599000,6037599000,2019,3623,3154,87.054924
1400000US06037600100,6037600100,2019,7289,6497,89.134315
1400000US06037600201,6037600201,2019,4938,4594,93.033615
1400000US06037600202,6037600202,2019,7686,7206,93.754883
1400000US06037600302,6037600302,2019,3010,2871,95.382057
1400000US06037600303,6037600303,2019,3839,3406,88.721024
1400000US06037600304,6037600304,2019,3851,3652,94.832512
1400000US06037600400,6037600400,2019,4096,3538,86.376953
1400000US06037600501,6037600501,2019,2693,2534,94.095802
1400000US06037600601,6037600601,2019,2585,2378,91.992264
1400000US06037600602,6037600602,2019,2492,2204,88.443016
1400000US06037600702,6037600702,2019,4181,3771,90.193733
1400000US06037600703,6037600703,2019,1766,1659,93.941109
1400000US06037600704,6037600704,2019,3416,3066,89.754097
1400000US06037600801,6037600801,2019,3189,3167,99.310127
1400000US06037600802,6037600802,2019,2472,2121,85.800972
1400000US06037600902,6037600902,2019,6274,5092,81.160347
1400000US06037600911,6037600911,2019,3146,2801,89.033691
1400000US06037600912,6037600912,2019,5525,5098,92.271492
1400000US06037601001,6037601001,2019,2267,2125,93.736214
1400000US06037601002,6037601002,2019,5137,4117,80.144051
1400000US06037601100,6037601100,2019,6693,5642,84.297028
1400000US06037601202,6037601202,2019,3975,3821,96.125786
1400000US06037601211,6037601211,2019,2788,2415,86.621231
1400000US06037601212,6037601212,2019,6590,5797,87.966614
1400000US06037601301,6037601301,2019,1875,1684,89.813332
1400000US06037601302,6037601302,2019,7013,5663,80.750038
1400000US06037601303,6037601303,2019,5051,4622,91.50663
1400000US06037601401,6037601401,2019,5850,5251,89.760681
1400000US06037601402,6037601402,2019,4726,4552,96.318237
1400000US06037601501,6037601501,2019,3852,3307,85.851509
1400000US06037601502,6037601502,2019,3996,3412,85.385384
1400000US06037601600,6037601600,2019,4371,4001,91.535118
1400000US06037601700,6037601700,2019,4900,4629,94.469391
1400000US06037601801,6037601801,2019,2791,2504,89.716949
1400000US06037601802,6037601802,2019,3816,3431,89.910904
1400000US06037601900,6037601900,2019,4703,4560,96.959389
1400000US06037602002,6037602002,2019,3015,2732,90.613602
1400000US06037602003,6037602003,2019,4722,4124,87.335876
1400000US06037602103,6037602103,2019,6375,5781,90.68235
1400000US06037602104,6037602104,2019,6083,5704,93.769524
1400000US06037602105,6037602105,2019,4031,3754,93.128258
1400000US06037602106,6037602106,2019,5262,4364,82.934242
1400000US06037602201,6037602201,2019,5432,4490,82.658318
1400000US06037602202,6037602202,2019,1668,1378,82.613907
1400000US06037602301,6037602301,2019,6158,5562,90.321533
1400000US06037602302,6037602302,2019,4810,4066,84.532227
1400000US06037602402,6037602402,2019,6692,5796,86.610878
1400000US06037602403,6037602403,2019,5159,4851,94.029854
1400000US06037602404,6037602404,2019,5357,4741,88.50103
1400000US06037602504,6037602504,2019,4758,4104,86.25473
1400000US06037602505,6037602505,2019,4384,3748,85.492699
1400000US06037602506,6037602506,2019,4226,3840,90.866066
1400000US06037602507,6037602507,2019,4922,4226,85.859406
1400000US06037602510,6037602510,2019,3402,2892,85.00882
1400000US06037602511,6037602511,2019,3427,2914,85.03064
1400000US06037602512,6037602512,2019,655,570,87.022903
1400000US06037602513,6037602513,2019,3955,3458,87.433632
1400000US06037602601,6037602601,2019,5176,4674,90.301392
1400000US06037602602,6037602602,2019,2587,2336,90.297646
1400000US06037602700,6037602700,2019,3783,3595,95.030396
1400000US06037602801,6037602801,2019,3668,3495,95.283531
1400000US06037602802,6037602802,2019,5002,4735,94.662132
1400000US06037602900,6037602900,2019,4306,3920,91.035767
1400000US06037603004,6037603004,2019,1458,1284,88.065842
1400000US06037603005,6037603005,2019,5795,5020,86.626404
1400000US06037603006,6037603006,2019,1864,1674,89.80687
1400000US06037603007,6037603007,2019,4271,4017,94.052917
1400000US06037603008,6037603008,2019,2984,2806,94.034851
1400000US06037603101,6037603101,2019,4067,3715,91.344971
1400000US06037603102,6037603102,2019,3616,3368,93.141594
1400000US06037603200,6037603200,2019,3379,3033,89.760284
1400000US06037603301,6037603301,2019,3403,3034,89.156624
1400000US06037603302,6037603302,2019,3981,3871,97.236877
1400000US06037603400,6037603400,2019,4050,3730,92.098763
1400000US06037603500,6037603500,2019,2980,2812,94.362419
1400000US06037603600,6037603600,2019,4240,3995,94.221695
1400000US06037603702,6037603702,2019,4676,4289,91.723694
1400000US06037603703,6037603703,2019,2473,2262,91.46785
1400000US06037603705,6037603705,2019,2717,2311,85.057045
