geoid,geoid20,year,denom_total_hh,homeownership_count,homeownership_pct,rentership_count,rentership_pct
1400000US06037543501,6037543501,2014,1953,1200,61.443932,753,38.556068
1400000US06037543502,6037543502,2014,1395,904,64.802864,491,35.197132
1400000US06037543503,6037543503,2014,1706,1066,62.485344,640,37.514656
1400000US06037543601,6037543601,2014,1028,639,62.159534,389,37.840466
1400000US06037543603,6037543603,2014,1492,1404,94.101875,88,5.8981233
1400000US06037543605,6037543605,2014,1546,1075,69.534279,470,30.401035
1400000US06037543606,6037543606,2014,1083,754,69.621422,330,30.470915
1400000US06037543607,6037543607,2014,650,561,86.307693,89,13.692307
1400000US06037543701,6037543701,2014,643,524,81.493004,119,18.506998
1400000US06037543703,6037543703,2014,918,717,78.104576,201,21.895424
1400000US06037543704,6037543704,2014,916,537,58.624454,379,41.375546
1400000US06037543705,6037543705,2014,885,519,58.64407,366,41.35593
1400000US06037543801,6037543801,2014,1474,1098,74.49118,376,25.50882
1400000US06037543803,6037543803,2014,1049,495,47.187798,554,52.812202
1400000US06037543804,6037543804,2014,833,393,47.178871,440,52.821129
1400000US06037543903,6037543903,2014,977,802,82.088028,175,17.911976
1400000US06037543905,6037543905,2014,954,583,61.111111,371,38.888889
1400000US06037544001,6037544001,2014,889,629,70.753654,260,29.246344
1400000US06037544002,6037544002,2014,1024,764,74.609375,260,25.390625
1400000US06037550101,6037550101,2014,804,702,87.313431,102,12.686567
1400000US06037550201,6037550201,2014,670,292,43.582088,378,56.417912
1400000US06037550202,6037550202,2014,1427,1144,80.168182,283,19.831816
1400000US06037550301,6037550301,2014,1307,896,68.55394,411,31.44606
1400000US06037550501,6037550501,2014,711,496,69.760902,215,30.2391
1400000US06037550502,6037550502,2014,1415,985,69.611305,430,30.388693
1400000US06037550601,6037550601,2014,1621,868,53.547192,753,46.452808
1400000US06037550602,6037550602,2014,1228,1016,82.736153,212,17.263844
1400000US06037550700,6037550700,2014,1946,1482,76.156219,464,23.843782
1400000US06037550801,6037550801,2014,1189,681,57.275021,508,42.724979
1400000US06037550802,6037550802,2014,984,564,57.317074,420,42.682926
1400000US06037550901,6037550901,2014,1335,342,25.617977,993,74.382019
1400000US06037550902,6037550902,2014,1865,558,29.919571,1307,70.080429
1400000US06037551001,6037551001,2014,1317,883,67.046318,434,32.953682
1400000US06037551002,6037551002,2014,889,596,67.041618,293,32.958382
1400000US06037551101,6037551101,2014,1212,303,25,909,75
1400000US06037551102,6037551102,2014,1655,85,5.1359515,1570,94.864052
1400000US06037551201,6037551201,2014,1146,546,47.643978,600,52.356022
1400000US06037551203,6037551203,2014,1117,466,41.718891,651,58.281109
1400000US06037551204,6037551204,2014,1049,438,41.754051,611,58.245949
1400000US06037551300,6037551300,2014,1821,464,25.480505,1357,74.519493
1400000US06037551401,6037551401,2014,1368,583,42.616959,786,57.456139
1400000US06037551402,6037551402,2014,1305,887,67.969345,418,32.030651
1400000US06037551501,6037551501,2014,1446,732,50.622406,713,49.308437
1400000US06037551502,6037551502,2014,1200,792,66,408,34
1400000US06037551700,6037551700,2014,1680,1035,61.607143,645,38.392857
1400000US06037551801,6037551801,2014,1185,541,45.654007,645,54.430378
1400000US06037551802,6037551802,2014,1130,515,45.575222,614,54.336285
1400000US06037551900,6037551900,2014,1452,981,67.561981,471,32.438015
1400000US06037552001,6037552001,2014,983,817,83.112923,166,16.887081
1400000US06037552002,6037552002,2014,979,430,43.922371,549,56.077629
1400000US06037552100,6037552100,2014,1887,1087,57.604664,800,42.395336
1400000US06037552200,6037552200,2014,1724,587,34.048725,1137,65.951279
1400000US06037552301,6037552301,2014,1253,756,60.335194,497,39.664806
1400000US06037552302,6037552302,2014,1189,563,47.350716,626,52.649284
1400000US06037552400,6037552400,2014,588,445,75.680275,143,24.319727
1400000US06037552601,6037552601,2014,1176,1035,88.010201,141,11.989796
1400000US06037552602,6037552602,2014,1098,717,65.300545,381,34.699455
1400000US06037552700,6037552700,2014,1755,1342,76.467239,413,23.532764
1400000US06037552800,6037552800,2014,1615,960,59.442726,655,40.557274
1400000US06037552900,6037552900,2014,1834,956,52.126499,878,47.873501
1400000US06037553000,6037553000,2014,1197,1007,84.126984,190,15.873015
1400000US06037553100,6037553100,2014,1849,1042,56.354786,807,43.645214
1400000US06037553201,6037553201,2014,1072,832,77.611938,240,22.38806
1400000US06037553202,6037553202,2014,912,708,77.631577,204,22.368422
1400000US06037553300,6037553300,2014,972,708,72.839508,264,27.160494
1400000US06037553400,6037553400,2014,931,605,64.983887,326,35.016113
1400000US06037553502,6037553502,2014,1202,363,30.199667,839,69.800331
1400000US06037553503,6037553503,2014,738,294,39.837399,444,60.162601
1400000US06037553504,6037553504,2014,1295,690,53.281853,604,46.640926
1400000US06037553601,6037553601,2014,1275,496,38.901962,780,61.176472
1400000US06037553602,6037553602,2014,1283,452,35.229931,831,64.770073
1400000US06037553701,6037553701,2014,865,302,34.913296,563,65.086708
1400000US06037553702,6037553702,2014,1088,499,45.863972,589,54.136028
1400000US06037553801,6037553801,2014,998,169,16.933868,829,83.066132
1400000US06037553802,6037553802,2014,1866,657,35.209003,1209,64.791
1400000US06037553901,6037553901,2014,1690,913,54.02367,777,45.97633
1400000US06037553902,6037553902,2014,1596,500,31.328321,1096,68.671677
1400000US06037554001,6037554001,2014,1148,779,67.85714,369,32.142857
1400000US06037554002,6037554002,2014,1716,734,42.773891,982,57.226109
1400000US06037554101,6037554101,2014,1043,304,29.146692,739,70.85331
1400000US06037554105,6037554105,2014,1542,45,2.918288,1497,97.081711
1400000US06037554106,6037554106,2014,1220,550,45.081966,670,54.918034
1400000US06037554201,6037554201,2014,1088,569,52.297794,519,47.702206
1400000US06037554203,6037554203,2014,1185,272,22.953587,913,77.046417
1400000US06037554204,6037554204,2014,1592,296,18.592964,1296,81.407036
1400000US06037554301,6037554301,2014,940,417,44.361702,523,55.638298
1400000US06037554302,6037554302,2014,1164,243,20.876289,921,79.123711
1400000US06037554403,6037554403,2014,1706,455,26.670574,1251,73.329422
1400000US06037554404,6037554404,2014,1310,235,17.938931,1075,82.061066
1400000US06037554405,6037554405,2014,1253,175,13.96648,1078,86.033516
1400000US06037554406,6037554406,2014,1743,901,51.692486,842,48.307514
1400000US06037554511,6037554511,2014,1151,879,76.368378,272,23.631624
1400000US06037554512,6037554512,2014,1781,1583,88.882652,198,11.11735
1400000US06037554513,6037554513,2014,806,639,79.280396,167,20.719603
1400000US06037554514,6037554514,2014,1419,1037,73.079636,382,26.920366
1400000US06037554515,6037554515,2014,1142,985,86.25219,157,13.747811
1400000US06037554516,6037554516,2014,1143,994,86.964127,149,13.035871
1400000US06037554517,6037554517,2014,1471,1015,69.000679,456,30.999321
1400000US06037554518,6037554518,2014,1623,1336,82.316696,287,17.683302
1400000US06037554519,6037554519,2014,1145,1022,89.257645,123,10.742358
1400000US06037554521,6037554521,2014,1944,1386,71.296295,559,28.755144
1400000US06037554522,6037554522,2014,1511,1347,89.146263,164,10.853739
1400000US06037554600,6037554600,2014,1333,787,59.039761,545,40.88522
1400000US06037554700,6037554700,2014,1043,750,71.907959,293,28.092043
1400000US06037554801,6037554801,2014,725,511,70.482758,215,29.655172
1400000US06037554802,6037554802,2014,1768,870,49.208145,898,50.791855
1400000US06037554900,6037554900,2014,2023,947,46.811665,1076,53.188335
1400000US06037555001,6037555001,2014,1598,1076,67.334167,522,32.665833
1400000US06037555002,6037555002,2014,1098,565,51.457195,533,48.542805
1400000US06037555105,6037555105,2014,1473,520,35.302105,953,64.697899
1400000US06037555106,6037555106,2014,1225,441,36,784,64
1400000US06037555107,6037555107,2014,1801,911,50.583008,890,49.416992
1400000US06037555202,6037555202,2014,1163,1063,91.40155,100,8.5984526
1400000US06037555211,6037555211,2014,1272,522,41.037735,750,58.962265
1400000US06037555212,6037555212,2014,1406,673,47.866287,732,52.062588
1400000US06037555300,6037555300,2014,1182,1015,85.871407,167,14.128595
1400000US06037570001,6037570001,2014,1438,1111,77.260086,327,22.739916
1400000US06037570002,6037570002,2014,884,738,83.484161,146,16.515837
1400000US06037570003,6037570003,2014,1451,1177,81.11647,274,18.883528
1400000US06037570100,6037570100,2014,741,570,76.92308,171,23.076923
1400000US06037570202,6037570202,2014,1563,905,57.90147,658,42.09853
1400000US06037570203,6037570203,2014,1111,232,20.882088,879,79.117912
1400000US06037570204,6037570204,2014,1027,373,36.319378,654,63.680622
1400000US06037570303,6037570303,2014,1091,511,46.837765,580,53.162235
1400000US06037570304,6037570304,2014,1454,445,30.605227,1009,69.394775
1400000US06037570305,6037570305,2014,1279,382,29.867085,897,70.132919
1400000US06037570306,6037570306,2014,807,241,29.863693,566,70.136307
1400000US06037570402,6037570402,2014,914,695,76.039391,219,23.960613
1400000US06037570403,6037570403,2014,1135,393,34.625549,742,65.374451
1400000US06037570404,6037570404,2014,836,413,49.401913,423,50.598087
1400000US06037570502,6037570502,2014,1749,911,52.086906,838,47.913094
1400000US06037570503,6037570503,2014,791,536,67.762329,254,32.111252
1400000US06037570504,6037570504,2014,1389,943,67.890572,447,32.181427
1400000US06037570601,6037570601,2014,1481,650,43.889263,831,56.110737
1400000US06037570602,6037570602,2014,1796,824,45.879734,972,54.120266
1400000US06037570603,6037570603,2014,1644,327,19.890511,1317,80.109489
1400000US06037570701,6037570701,2014,2397,1196,49.895702,1201,50.104298
1400000US06037570703,6037570703,2014,1186,941,79.342331,245,20.657673
1400000US06037570800,6037570800,2014,1794,1418,79.041252,376,20.958752
1400000US06037570901,6037570901,2014,1876,1616,86.140724,260,13.859275
1400000US06037570902,6037570902,2014,1238,942,76.090469,296,23.909531
1400000US06037571000,6037571000,2014,1966,1715,87.232964,251,12.767039
1400000US06037571101,6037571101,2014,1560,1299,83.269234,261,16.73077
1400000US06037571102,6037571102,2014,1322,1031,77.9879,291,22.012102
1400000US06037571201,6037571201,2014,1546,817,52.846054,729,47.153946
1400000US06037571202,6037571202,2014,1549,818,52.808262,730,47.127178
1400000US06037571300,6037571300,2014,1495,1265,84.615387,230,15.384615
1400000US06037571400,6037571400,2014,1587,1016,64.020164,572,36.042847
1400000US06037571502,6037571502,2014,1699,889,52.324898,810,47.675102
1400000US06037571504,6037571504,2014,1755,666,37.948719,1090,62.108261
1400000US06037571505,6037571505,2014,857,544,63.477245,313,36.522755
1400000US06037571600,6037571600,2014,768,8,1.0416666,760,98.958336
1400000US06037571701,6037571701,2014,1680,692,41.190475,988,58.809525
1400000US06037571703,6037571703,2014,1016,315,31.003937,701,68.996063
1400000US06037571704,6037571704,2014,1082,500,46.21072,582,53.78928
1400000US06037571800,6037571800,2014,1364,1016,74.486801,348,25.513197
1400000US06037571900,6037571900,2014,2393,1257,52.528206,1136,47.471794
1400000US06037572001,6037572001,2014,2366,1381,58.368553,985,41.631447
1400000US06037572201,6037572201,2014,2122,1232,58.058434,890,41.941566
1400000US06037572202,6037572202,2014,1031,660,64.015518,371,35.984482
1400000US06037572301,6037572301,2014,950,445,46.842106,505,53.157894
1400000US06037572500,6037572500,2014,1211,285,23.534269,926,76.465729
1400000US06037572600,6037572600,2014,1260,922,73.174606,338,26.825397
1400000US06037572700,6037572700,2014,1344,971,72.247025,373,27.752975
1400000US06037573002,6037573002,2014,1091,81,7.4243813,1010,92.575615
1400000US06037573003,6037573003,2014,599,342,57.095158,257,42.904842
1400000US06037573004,6037573004,2014,1470,164,11.156463,1306,88.843536
1400000US06037573101,6037573101,2014,1066,294,27.579737,772,72.420265
1400000US06037573102,6037573102,2014,1349,372,27.575983,977,72.424019
1400000US06037573201,6037573201,2014,1409,281,19.943222,1128,80.056778
1400000US06037573202,6037573202,2014,1532,526,34.334202,1006,65.665794
1400000US06037573300,6037573300,2014,1013,253,24.975321,760,75.024681
1400000US06037573401,6037573401,2014,496,204,41.129032,292,58.870968
1400000US06037573402,6037573402,2014,2283,752,32.939114,1531,67.060883
1400000US06037573403,6037573403,2014,1215,895,73.662552,320,26.337448
1400000US06037573601,6037573601,2014,2348,1806,76.916527,541,23.040886
1400000US06037573700,6037573700,2014,1727,1538,89.056168,189,10.943833
1400000US06037573800,6037573800,2014,1489,1266,85.023506,223,14.976494
1400000US06037573902,6037573902,2014,836,706,84.44976,130,15.55024
1400000US06037574000,6037574000,2014,1923,1727,89.807594,196,10.192408
1400000US06037574100,6037574100,2014,1912,1498,78.347282,414,21.652719
1400000US06037574201,6037574201,2014,1079,939,87.025024,140,12.974977
1400000US06037574202,6037574202,2014,704,286,40.625,418,59.375
1400000US06037574300,6037574300,2014,2172,1574,72.467773,598,27.532228
1400000US06037574400,6037574400,2014,1897,1652,87.084869,245,12.915129
1400000US06037574500,6037574500,2014,2219,1874,84.452454,345,15.547544
1400000US06037574602,6037574602,2014,558,427,76.5233,131,23.476702
1400000US06037574800,6037574800,2014,1396,755,54.083096,641,45.916904
1400000US06037574901,6037574901,2014,1414,1116,78.925034,298,21.074965
1400000US06037574902,6037574902,2014,1750,417,23.828571,1333,76.171425
1400000US06037575001,6037575001,2014,1666,427,25.630253,1239,74.369751
1400000US06037575002,6037575002,2014,1892,748,39.534885,1144,60.465115
1400000US06037575101,6037575101,2014,1339,358,26.73637,981,73.263626
1400000US06037575102,6037575102,2014,1187,135,11.37321,1052,88.626793
1400000US06037575103,6037575103,2014,1972,372,18.864098,1600,81.135902
1400000US06037575201,6037575201,2014,1254,305,24.322168,949,75.677834
1400000US06037575202,6037575202,2014,1214,248,20.428335,966,79.571663
1400000US06037575300,6037575300,2014,1307,179,13.695486,1128,86.304512
1400000US06037575401,6037575401,2014,1244,92,7.3954983,1152,92.6045
1400000US06037575402,6037575402,2014,1022,123,12.035225,899,87.964775
1400000US06037575801,6037575801,2014,669,29,4.3348279,640,95.665169
1400000US06037575802,6037575802,2014,1541,192,12.459442,1349,87.540558
1400000US06037575803,6037575803,2014,1216,69,5.6743422,1147,94.325661
1400000US06037575901,6037575901,2014,1246,459,36.837883,787,63.162117
1400000US06037575902,6037575902,2014,2813,468,16.637043,2345,83.362961
1400000US06037576001,6037576001,2014,3061,1148,37.504082,1913,62.495918
1400000US06037576200,6037576200,2014,2791,313,11.214619,2478,88.785385
1400000US06037576301,6037576301,2014,1639,377,23.001831,1262,76.998169
1400000US06037576302,6037576302,2014,1183,124,10.481826,1059,89.518173
1400000US06037576401,6037576401,2014,1220,130,10.655738,1090,89.344261
1400000US06037576402,6037576402,2014,1287,211,16.394716,1076,83.605286
1400000US06037576403,6037576403,2014,1448,205,14.157458,1243,85.842545
1400000US06037576501,6037576501,2014,1484,213,14.3531,1271,85.646904
1400000US06037576502,6037576502,2014,2038,348,17.075563,1690,82.924438
1400000US06037576503,6037576503,2014,1853,314,16.945494,1539,83.054504
1400000US06037576601,6037576601,2014,2715,698,25.709024,2017,74.290977
1400000US06037576602,6037576602,2014,2552,598,23.432602,1954,76.567398
1400000US06037576700,6037576700,2014,2244,868,38.680927,1376,61.319073
1400000US06037576801,6037576801,2014,2034,423,20.796461,1611,79.203537
1400000US06037576802,6037576802,2014,1882,476,25.292242,1406,74.707756
1400000US06037576901,6037576901,2014,1847,231,12.506767,1616,87.493233
1400000US06037576903,6037576903,2014,1413,193,13.658882,1220,86.341118
1400000US06037576904,6037576904,2014,1149,225,19.582245,924,80.417755
1400000US06037577000,6037577000,2014,3071,613,19.960924,2458,80.039078
1400000US06037577100,6037577100,2014,3422,864,25.248392,2558,74.75161
1400000US06037577200,6037577200,2014,3152,811,25.729696,2341,74.270302
1400000US06037577300,6037577300,2014,3057,776,25.384363,2281,74.615639
1400000US06037577400,6037577400,2014,1553,584,37.604637,969,62.395363
1400000US06037577501,6037577501,2014,1786,1078,60.358341,708,39.641659
1400000US06037577504,6037577504,2014,697,267,38.30703,430,61.69297
1400000US06037577602,6037577602,2014,1632,1152,70.588234,480,29.411764
1400000US06037577604,6037577604,2014,679,571,84.094254,108,15.905744
1400000US06037577605,6037577605,2014,2076,1267,61.03083,809,38.96917
1400000US06037577606,6037577606,2014,1569,957,60.994263,612,39.005737
1400000US06037577700,6037577700,2014,1072,623,58.115673,449,41.884327
1400000US06037577800,6037577800,2014,1095,794,72.511414,302,27.579908
1400000US06037577900,6037577900,2014,2174,1090,50.137993,1085,49.908005
1400000US06037578000,6037578000,2014,1505,452,30.033222,1053,69.966774
1400000US06037578100,6037578100,2014,,,,,
1400000US06037599000,6037599000,2014,1208,266,22.019867,941,77.897354
1400000US06037600100,6037600100,2014,2053,402,19.5811,1651,80.4189
1400000US06037600201,6037600201,2014,1166,295,25.300171,871,74.699829
1400000US06037600202,6037600202,2014,2153,478,22.20158,1675,77.798424
1400000US06037600302,6037600302,2014,1024,726,70.898438,298,29.101563
1400000US06037600303,6037600303,2014,1151,185,16.072981,966,83.927017
1400000US06037600304,6037600304,2014,1029,208,20.2138,821,79.786201
1400000US06037600400,6037600400,2014,1457,905,62.113934,553,37.9547
1400000US06037600501,6037600501,2014,875,566,64.685715,309,35.314285
1400000US06037600601,6037600601,2014,854,530,62.06089,324,37.93911
1400000US06037600602,6037600602,2014,711,42,5.9071732,669,94.092827
1400000US06037600702,6037600702,2014,1285,895,69.649803,390,30.350195
1400000US06037600703,6037600703,2014,924,741,80.194809,183,19.805195
1400000US06037600704,6037600704,2014,1244,603,48.472668,641,51.527332
1400000US06037600801,6037600801,2014,1259,1046,83.08181,213,16.918188
1400000US06037600802,6037600802,2014,1145,639,55.807861,506,44.192139
1400000US06037600902,6037600902,2014,2480,487,19.637096,1993,80.3629
1400000US06037600911,6037600911,2014,1091,509,46.654446,582,53.345554
1400000US06037600912,6037600912,2014,1532,807,52.676239,725,47.323761
1400000US06037601001,6037601001,2014,1013,142,14.017769,871,85.982231
1400000US06037601002,6037601002,2014,2122,453,21.347786,1669,78.652214
1400000US06037601100,6037601100,2014,2106,92,4.3684711,2014,95.631531
1400000US06037601202,6037601202,2014,1060,517,48.773586,543,51.226414
1400000US06037601211,6037601211,2014,1076,134,12.453531,942,87.546471
1400000US06037601212,6037601212,2014,2036,363,17.829077,1673,82.170921
1400000US06037601301,6037601301,2014,743,468,62.987888,275,37.012112
1400000US06037601302,6037601302,2014,2790,556,19.928316,2234,80.071686
1400000US06037601303,6037601303,2014,2009,245,12.195122,1764,87.804878
1400000US06037601401,6037601401,2014,1487,398,26.765299,1089,73.234703
1400000US06037601402,6037601402,2014,1323,694,52.456539,629,47.543461
1400000US06037601501,6037601501,2014,1099,188,17.106461,911,82.893539
1400000US06037601502,6037601502,2014,866,286,33.025406,580,66.974594
1400000US06037601600,6037601600,2014,1034,331,32.011604,703,67.988396
1400000US06037601700,6037601700,2014,1262,323,25.594296,939,74.405708
1400000US06037601801,6037601801,2014,849,342,40.282684,507,59.717316
1400000US06037601802,6037601802,2014,1002,369,36.826347,633,63.173653
1400000US06037601900,6037601900,2014,1298,315,24.268105,983,75.731895
1400000US06037602002,6037602002,2014,838,278,33.174225,560,66.825775
1400000US06037602003,6037602003,2014,1299,457,35.180908,842,64.819092
1400000US06037602103,6037602103,2014,2125,319,15.011765,1806,84.988235
1400000US06037602104,6037602104,2014,1798,339,18.854282,1459,81.145714
1400000US06037602105,6037602105,2014,1392,256,18.390804,1136,81.609192
1400000US06037602106,6037602106,2014,2164,236,10.90573,1928,89.094269
1400000US06037602201,6037602201,2014,1953,836,42.805939,1117,57.194061
1400000US06037602202,6037602202,2014,600,257,42.833332,343,57.166668
1400000US06037602301,6037602301,2014,1914,1279,66.82341,636,33.22884
1400000US06037602302,6037602302,2014,1422,1196,84.106895,225,15.822784
1400000US06037602402,6037602402,2014,1975,1080,54.683544,895,45.316456
1400000US06037602403,6037602403,2014,1709,216,12.63897,1493,87.361031
1400000US06037602404,6037602404,2014,2015,422,20.942928,1593,79.057076
1400000US06037602504,6037602504,2014,1760,112,6.3636365,1648,93.63636
1400000US06037602505,6037602505,2014,1626,85,5.2275524,1541,94.772446
1400000US06037602506,6037602506,2014,1669,117,7.0101857,1552,92.989815
1400000US06037602507,6037602507,2014,1575,240,15.238095,1335,84.761902
1400000US06037602510,6037602510,2014,1235,163,13.19838,1072,86.80162
1400000US06037602511,6037602511,2014,1240,166,13.387096,1073,86.532257
1400000US06037602512,6037602512,2014,160,56,35,105,65.625
1400000US06037602513,6037602513,2014,983,362,36.826042,621,63.173958
1400000US06037602601,6037602601,2014,1895,1221,64.432716,674,35.567284
1400000US06037602602,6037602602,2014,947,610,64.41394,337,35.58606
1400000US06037602700,6037602700,2014,1147,990,86.312119,158,13.775065
1400000US06037602801,6037602801,2014,1200,218,18.166666,982,81.833336
1400000US06037602802,6037602802,2014,1296,905,69.830246,391,30.169754
1400000US06037602900,6037602900,2014,1263,810,64.133018,453,35.866982
1400000US06037603004,6037603004,2014,644,139,21.583851,505,78.416145
1400000US06037603005,6037603005,2014,1780,655,36.797752,1125,63.202248
1400000US06037603006,6037603006,2014,842,273,32.422802,569,67.577194
1400000US06037603007,6037603007,2014,1386,517,37.301586,869,62.698414
1400000US06037603008,6037603008,2014,968,361,37.293388,607,62.706612
1400000US06037603101,6037603101,2014,1613,594,36.82579,1019,63.17421
1400000US06037603102,6037603102,2014,1386,492,35.497837,894,64.502167
1400000US06037603200,6037603200,2014,1148,811,70.6446,337,29.3554
1400000US06037603301,6037603301,2014,1517,543,35.794331,974,64.205666
1400000US06037603302,6037603302,2014,1505,812,53.953487,693,46.046513
1400000US06037603400,6037603400,2014,1410,798,56.595745,612,43.404255
1400000US06037603500,6037603500,2014,923,733,79.414948,190,20.585049
1400000US06037603600,6037603600,2014,1421,995,70.021111,426,29.978888
1400000US06037603702,6037603702,2014,1609,1289,80.11187,320,19.88813
1400000US06037603703,6037603703,2014,822,736,89.537712,86,10.462287
1400000US06037603705,6037603705,2014,885,155,17.514124,730,82.485878
1400000US06037603706,6037603706,2014,1221,213,17.444717,1008,82.555283
1400000US06037603801,6037603801,2014,1402,360,25.677603,1042,74.322395
1400000US06037603802,6037603802,2014,1152,400,34.722221,752,65.277779
1400000US06037603901,6037603901,2014,1131,455,40.229885,676,59.770115
1400000US06037603902,6037603902,2014,1155,465,40.259739,690,59.740261
1400000US06037604001,6037604001,2014,1243,408,32.823814,835,67.176186
1400000US06037604002,6037604002,2014,1491,377,25.285044,1114,74.714958
1400000US06037604101,6037604101,2014,947,348,36.747623,599,63.252377
1400000US06037604102,6037604102,2014,1051,386,36.726925,665,63.273075
1400000US06037604200,6037604200,2014,1618,909,56.18047,709,43.81953
1400000US06037609900,6037609900,2014,623,364,58.426968,258,41.412521
1400000US06037620001,6037620001,2014,1494,687,45.983936,807,54.016064
1400000US06037620002,6037620002,2014,1467,492,33.537834,975,66.462166
1400000US06037620101,6037620101,2014,2108,1231,58.396584,877,41.603416
1400000US06037620102,6037620102,2014,1560,403,25.833334,1157,74.166664
1400000US06037620201,6037620201,2014,843,218,25.860023,625,74.139977
1400000US06037620301,6037620301,2014,1732,1471,84.930717,261,15.069284
1400000US06037620303,6037620303,2014,1617,1287,79.591835,330,20.408163
1400000US06037620305,6037620305,2014,2745,1341,48.852459,1404,51.147541
1400000US06037620400,6037620400,2014,2056,1550,75.389107,506,24.610895
1400000US06037620501,6037620501,2014,2098,1394,66.444229,704,33.555767
1400000US06037620521,6037620521,2014,1576,758,48.096447,818,51.903553
1400000US06037620522,6037620522,2014,1797,956,53.199776,841,46.800224
1400000US06037620601,6037620601,2014,2417,1190,49.234589,1227,50.765411
1400000US06037620602,6037620602,2014,1979,1374,69.429001,605,30.570995
1400000US06037620701,6037620701,2014,2736,1374,50.219299,1362,49.780701
1400000US06037620703,6037620703,2014,1078,731,67.81076,348,32.282005
1400000US06037620704,6037620704,2014,1397,947,67.788116,451,32.283466
1400000US06037620801,6037620801,2014,1390,1021,73.453239,369,26.546762
1400000US06037620802,6037620802,2014,1498,1100,73.431244,398,26.568758
1400000US06037620901,6037620901,2014,970,797,82.164948,173,17.835052
1400000US06037620904,6037620904,2014,1093,772,70.631287,321,29.36871
1400000US06037621001,6037621001,2014,2171,1252,57.669277,919,42.330723
1400000US06037621005,6037621005,2014,2692,1184,43.98217,1508,56.01783
1400000US06037621102,6037621102,2014,1238,677,54.684975,561,45.315025
1400000US06037621104,6037621104,2014,3189,1070,33.552837,2119,66.447159
1400000US06037621201,6037621201,2014,2579,1440,55.835594,1139,44.164406
1400000US06037621204,6037621204,2014,1778,396,22.272217,1382,77.727783
1400000US06037621301,6037621301,2014,2986,1588,53.181515,1398,46.818485
1400000US06037621324,6037621324,2014,1878,721,38.391907,1157,61.608093
1400000US06037621326,6037621326,2014,1810,328,18.121548,1482,81.878456
1400000US06037621400,6037621400,2014,1813,953,52.564808,860,47.435192
1400000US06037650001,6037650001,2014,2141,1483,69.266701,658,30.733303
1400000US06037650003,6037650003,2014,1110,389,35.045044,721,64.954956
1400000US06037650004,6037650004,2014,1516,676,44.59103,840,55.40897
1400000US06037650101,6037650101,2014,2082,1589,76.320847,493,23.679155
1400000US06037650102,6037650102,2014,775,508,65.548386,267,34.451614
1400000US06037650200,6037650200,2014,1867,1428,76.486343,440,23.567221
1400000US06037650300,6037650300,2014,2423,1087,44.86174,1336,55.13826
1400000US06037650401,6037650401,2014,1407,1065,75.692963,342,24.307035
1400000US06037650501,6037650501,2014,1038,950,91.522156,88,8.4778423
1400000US06037650502,6037650502,2014,1530,1109,72.483658,421,27.51634
1400000US06037650603,6037650603,2014,1558,958,61.48909,600,38.51091
1400000US06037650604,6037650604,2014,2496,125,5.0080128,2371,94.991989
1400000US06037650605,6037650605,2014,1093,296,27.081427,798,73.010063
1400000US06037650606,6037650606,2014,1754,302,17.217789,1452,82.782211
1400000US06037650607,6037650607,2014,1209,208,17.204302,1001,82.7957
1400000US06037650701,6037650701,2014,918,792,86.274513,126,13.725491
1400000US06037650702,6037650702,2014,1604,1303,81.234413,301,18.765587
1400000US06037650801,6037650801,2014,1635,1089,66.605507,546,33.394497
1400000US06037650802,6037650802,2014,1209,805,66.583954,404,33.416046
1400000US06037650901,6037650901,2014,2486,983,39.541431,1503,60.458569
1400000US06037650903,6037650903,2014,1352,684,50.591717,667,49.33432
1400000US06037650904,6037650904,2014,1192,604,50.671143,589,49.41275
1400000US06037651001,6037651001,2014,1850,1432,77.405403,418,22.594595
1400000US06037651002,6037651002,2014,1683,1004,59.655376,680,40.404041
1400000US06037651101,6037651101,2014,1943,1069,55.018013,874,44.981987
1400000US06037651102,6037651102,2014,1730,710,41.040462,1020,58.959538
1400000US06037651201,6037651201,2014,1697,1418,83.559219,280,16.499706
1400000US06037651221,6037651221,2014,1340,393,29.328358,947,70.671638
1400000US06037651222,6037651222,2014,2419,950,39.272427,1469,60.727573
1400000US06037651302,6037651302,2014,2377,1803,75.851913,574,24.148087
1400000US06037651304,6037651304,2014,2324,1118,48.106712,1206,51.893288
1400000US06037651401,6037651401,2014,1007,720,71.499504,288,28.599802
1400000US06037651402,6037651402,2014,2355,1598,67.855629,757,32.144375
1400000US06037670001,6037670001,2014,1242,809,65.136879,433,34.863125
1400000US06037670002,6037670002,2014,1477,547,37.034531,930,62.965469
1400000US06037670003,6037670003,2014,2153,773,35.903389,1380,64.096611
1400000US06037670101,6037670101,2014,1880,770,40.957447,1110,59.042553
1400000US06037670102,6037670102,2014,1081,421,38.945419,660,61.054581
1400000US06037670201,6037670201,2014,1733,1475,85.112518,258,14.887479
1400000US06037670202,6037670202,2014,956,896,93.723846,60,6.2761507
1400000US06037670324,6037670324,2014,1890,1665,88.095238,225,11.904762
1400000US06037670326,6037670326,2014,1326,1281,96.606339,45,3.3936651
1400000US06037670328,6037670328,2014,1560,1278,81.92308,282,18.076923
1400000US06037670405,6037670405,2014,1150,803,69.826088,347,30.173914
1400000US06037670406,6037670406,2014,664,583,87.801208,81,12.198795
1400000US06037670407,6037670407,2014,2221,1260,56.731201,961,43.268799
