geoid,geoid20,year,denom_total_hh,homeownership_count,homeownership_pct,rentership_count,rentership_pct
1400000US06037404401,6037404401,2018,947,557,58.817318,390,41.182682
1400000US06037404402,6037404402,2018,1086,570,52.486187,516,47.513813
1400000US06037404501,6037404501,2018,638,361,56.583073,277,43.416927
1400000US06037404503,6037404503,2018,728,555,76.236267,173,23.763737
1400000US06037404504,6037404504,2018,1303,503,38.603222,800,61.396778
1400000US06037404600,6037404600,2018,407,290,71.253075,117,28.746929
1400000US06037404701,6037404701,2018,1255,732,58.326694,523,41.673306
1400000US06037404702,6037404702,2018,1398,697,49.856937,702,50.214592
1400000US06037404703,6037404703,2018,726,303,41.735538,422,58.12672
1400000US06037404804,6037404804,2018,1308,626,47.859325,681,52.06422
1400000US06037404805,6037404805,2018,621,298,47.987118,324,52.173912
1400000US06037404806,6037404806,2018,1517,753,49.637444,764,50.362556
1400000US06037404901,6037404901,2018,1280,834,65.15625,446,34.84375
1400000US06037404902,6037404902,2018,950,676,71.157898,274,28.842106
1400000US06037404903,6037404903,2018,686,422,61.516033,264,38.483967
1400000US06037405001,6037405001,2018,1322,1003,75.869896,319,24.130106
1400000US06037405002,6037405002,2018,662,444,67.069489,218,32.930515
1400000US06037405101,6037405101,2018,1187,722,60.825611,465,39.174389
1400000US06037405102,6037405102,2018,1282,657,51.248051,626,48.829952
1400000US06037405201,6037405201,2018,1311,700,53.394356,611,46.605644
1400000US06037405202,6037405202,2018,1204,610,50.664452,595,49.418606
1400000US06037405203,6037405203,2018,812,547,67.364532,265,32.635468
1400000US06037405301,6037405301,2018,980,491,50.102039,489,49.897961
1400000US06037405302,6037405302,2018,1510,850,56.291389,660,43.708611
1400000US06037405400,6037405400,2018,1250,1105,88.400002,145,11.6
1400000US06037405500,6037405500,2018,1889,1436,76.019058,453,23.980942
1400000US06037405600,6037405600,2018,1626,1200,73.800735,426,26.199263
1400000US06037405701,6037405701,2018,1114,834,74.865349,280,25.134649
1400000US06037405702,6037405702,2018,1508,1048,69.496017,460,30.503979
1400000US06037405800,6037405800,2018,1620,1031,63.641975,589,36.358025
1400000US06037405900,6037405900,2018,1194,833,69.765495,361,30.234507
1400000US06037406000,6037406000,2018,1482,1010,68.151146,472,31.848852
1400000US06037406101,6037406101,2018,1191,444,37.279598,747,62.720402
1400000US06037406103,6037406103,2018,2715,696,25.635359,2018,74.327812
1400000US06037406201,6037406201,2018,793,311,39.218159,481,60.655739
1400000US06037406300,6037406300,2018,1984,1343,67.691536,641,32.308468
1400000US06037406413,6037406413,2018,2110,1678,79.52607,432,20.473934
1400000US06037406500,6037406500,2018,1888,1286,68.11441,602,31.885593
1400000US06037406601,6037406601,2018,1403,1200,85.531006,203,14.468995
1400000US06037406602,6037406602,2018,1283,928,72.330475,355,27.669525
1400000US06037406701,6037406701,2018,885,578,65.310738,307,34.689266
1400000US06037406702,6037406702,2018,1665,912,54.774776,753,45.225224
1400000US06037406801,6037406801,2018,1309,1121,85.637894,188,14.362108
1400000US06037406903,6037406903,2018,1992,1309,65.712852,683,34.287148
1400000US06037407001,6037407001,2018,1130,865,76.548676,266,23.539824
1400000US06037407002,6037407002,2018,888,691,77.815315,197,22.184685
1400000US06037407101,6037407101,2018,1165,753,64.635193,412,35.364807
1400000US06037407102,6037407102,2018,1212,855,70.544556,357,29.455446
1400000US06037407201,6037407201,2018,703,479,68.136559,224,31.863441
1400000US06037407202,6037407202,2018,879,598,68.031853,281,31.968145
1400000US06037407301,6037407301,2018,1102,747,67.785843,355,32.214157
1400000US06037407302,6037407302,2018,774,645,83.333336,129,16.666666
1400000US06037407400,6037407400,2018,531,428,80.602638,103,19.397364
1400000US06037407501,6037407501,2018,1015,571,56.256157,445,43.842365
1400000US06037407502,6037407502,2018,856,620,72.429909,236,27.570093
1400000US06037407601,6037407601,2018,1074,425,39.571693,649,60.428307
1400000US06037407602,6037407602,2018,926,601,64.902809,325,35.097191
1400000US06037407701,6037407701,2018,1137,485,42.656113,652,57.343887
1400000US06037407702,6037407702,2018,1608,1149,71.455223,460,28.606966
1400000US06037407801,6037407801,2018,1084,892,82.287827,191,17.619926
1400000US06037407802,6037407802,2018,771,655,84.954605,116,15.045396
1400000US06037407901,6037407901,2018,1046,770,73.61377,276,26.386232
1400000US06037407902,6037407902,2018,481,354,73.596672,127,26.403326
1400000US06037408003,6037408003,2018,1221,915,74.938576,306,25.061424
1400000US06037408004,6037408004,2018,870,451,51.839081,419,48.160919
1400000US06037408005,6037408005,2018,1523,1121,73.604729,402,26.395273
1400000US06037408006,6037408006,2018,1005,472,46.965176,533,53.034824
1400000US06037408133,6037408133,2018,1535,624,40.651466,911,59.348534
1400000US06037408134,6037408134,2018,763,592,77.588463,171,22.411533
1400000US06037408135,6037408135,2018,1187,648,54.591408,539,45.408592
1400000US06037408136,6037408136,2018,1022,785,76.810173,237,23.189823
1400000US06037408137,6037408137,2018,1320,503,38.10606,817,61.89394
1400000US06037408138,6037408138,2018,1206,898,74.461029,309,25.621891
1400000US06037408139,6037408139,2018,812,562,69.211823,250,30.788177
1400000US06037408140,6037408140,2018,752,544,72.340424,208,27.659575
1400000US06037408141,6037408141,2018,1107,817,73.80307,290,26.196928
1400000US06037408212,6037408212,2018,1356,1066,78.613571,290,21.386431
1400000US06037408213,6037408213,2018,352,164,46.590908,188,53.409092
1400000US06037408301,6037408301,2018,1259,856,67.990471,403,32.009533
1400000US06037408302,6037408302,2018,1104,933,84.510872,171,15.48913
1400000US06037408303,6037408303,2018,1186,983,82.883644,203,17.116358
1400000US06037408401,6037408401,2018,1262,790,62.599049,472,37.400951
1400000US06037408402,6037408402,2018,1825,1742,95.452057,83,4.547945
1400000US06037408503,6037408503,2018,1764,1614,91.496597,150,8.5034018
1400000US06037408504,6037408504,2018,1544,926,59.974094,618,40.025906
1400000US06037408505,6037408505,2018,757,671,88.639366,86,11.360634
1400000US06037408623,6037408623,2018,993,716,72.104736,277,27.895267
1400000US06037408624,6037408624,2018,1011,862,85.262115,149,14.737884
1400000US06037408625,6037408625,2018,1296,1042,80.401237,253,19.521605
1400000US06037408626,6037408626,2018,1386,890,64.213562,496,35.786434
1400000US06037408627,6037408627,2018,913,797,87.294632,116,12.705367
1400000US06037408628,6037408628,2018,1791,1218,68.006699,573,31.993299
1400000US06037408629,6037408629,2018,909,791,87.0187,118,12.981298
1400000US06037408631,6037408631,2018,1373,941,68.536049,432,31.463947
1400000US06037408703,6037408703,2018,1890,1603,84.814812,287,15.185185
1400000US06037408705,6037408705,2018,1587,1159,73.030876,428,26.969124
1400000US06037408707,6037408707,2018,2085,1779,85.323738,306,14.676259
1400000US06037408722,6037408722,2018,1224,922,75.326797,302,24.673203
1400000US06037408724,6037408724,2018,1538,55,3.5760729,1483,96.423927
1400000US06037408725,6037408725,2018,1806,1121,62.070873,685,37.929127
1400000US06037408800,6037408800,2018,1404,208,14.814815,1196,85.185188
1400000US06037408900,6037408900,2018,2343,1610,68.715324,733,31.284678
1400000US06037409000,6037409000,2018,1873,951,50.774158,922,49.225842
1400000US06037409100,6037409100,2018,1292,875,67.724457,417,32.275543
1400000US06037430003,6037430003,2018,1574,1513,96.124527,61,3.8754766
1400000US06037430004,6037430004,2018,1285,771,60,514,40
1400000US06037430005,6037430005,2018,1190,714,60,477,40.084034
1400000US06037430101,6037430101,2018,1819,695,38.207806,1124,61.792194
1400000US06037430102,6037430102,2018,1189,852,71.656853,338,28.42725
1400000US06037430200,6037430200,2018,412,249,60.436893,164,39.805824
1400000US06037430301,6037430301,2018,1530,1318,86.143791,212,13.856209
1400000US06037430302,6037430302,2018,2254,1452,64.418808,802,35.581188
1400000US06037430400,6037430400,2018,1503,1193,79.37458,311,20.69195
1400000US06037430501,6037430501,2018,1547,1248,80.672272,299,19.32773
1400000US06037430502,6037430502,2018,3054,1604,52.521282,1450,47.478718
1400000US06037430600,6037430600,2018,1424,1244,87.35955,180,12.64045
1400000US06037430701,6037430701,2018,1883,1189,63.143921,694,36.856079
1400000US06037430721,6037430721,2018,1265,583,46.086956,682,53.913044
1400000US06037430723,6037430723,2018,1603,600,37.429817,1003,62.570183
1400000US06037430724,6037430724,2018,1882,454,24.123274,1428,75.876724
1400000US06037430801,6037430801,2018,2260,821,36.327435,1439,63.672565
1400000US06037430802,6037430802,2018,1312,955,72.789635,357,27.210365
1400000US06037430803,6037430803,2018,1786,1290,72.228447,496,27.771557
1400000US06037430901,6037430901,2018,1576,472,29.949238,1104,70.050758
1400000US06037430902,6037430902,2018,1569,516,32.887188,1053,67.112808
1400000US06037431002,6037431002,2018,1259,602,47.815727,657,52.184273
1400000US06037431003,6037431003,2018,1274,416,32.653061,859,67.42543
1400000US06037431004,6037431004,2018,1353,441,32.594234,911,67.331856
1400000US06037431100,6037431100,2018,2069,845,40.840984,1225,59.207348
1400000US06037431200,6037431200,2018,1500,962,64.133331,539,35.933334
1400000US06037431300,6037431300,2018,838,550,65.632462,288,34.367542
1400000US06037431400,6037431400,2018,1277,931,72.905243,346,27.094753
1400000US06037431501,6037431501,2018,1643,966,58.794888,677,41.205112
1400000US06037431502,6037431502,2018,1405,855,60.854092,550,39.145908
1400000US06037431600,6037431600,2018,1335,969,72.584267,366,27.41573
1400000US06037431701,6037431701,2018,2186,1754,80.237877,432,19.762123
1400000US06037431800,6037431800,2018,1777,1097,61.733257,680,38.266743
1400000US06037431900,6037431900,2018,1323,564,42.630386,759,57.369614
1400000US06037432001,6037432001,2018,792,456,57.575756,336,42.424244
1400000US06037432002,6037432002,2018,1636,942,57.579464,694,42.420536
1400000US06037432101,6037432101,2018,1314,934,71.080673,380,28.919331
1400000US06037432102,6037432102,2018,1658,1215,73.281059,443,26.718939
1400000US06037432201,6037432201,2018,1343,652,48.548027,691,51.451973
1400000US06037432202,6037432202,2018,1100,587,53.363636,513,46.636364
1400000US06037432300,6037432300,2018,1145,712,62.183407,433,37.816593
1400000US06037432401,6037432401,2018,975,455,46.666668,520,53.333332
1400000US06037432402,6037432402,2018,1669,796,47.69323,872,52.246853
1400000US06037432501,6037432501,2018,909,514,56.545654,396,43.564358
1400000US06037432502,6037432502,2018,1498,848,56.60881,649,43.324432
1400000US06037432601,6037432601,2018,1728,877,50.752316,851,49.247684
1400000US06037432602,6037432602,2018,1101,676,61.398727,425,38.601273
1400000US06037432700,6037432700,2018,1358,673,49.558174,684,50.368187
1400000US06037432801,6037432801,2018,930,197,21.182796,733,78.817207
1400000US06037432802,6037432802,2018,1413,238,16.843596,1175,83.156403
1400000US06037432901,6037432901,2018,1199,665,55.462887,534,44.537113
1400000US06037432902,6037432902,2018,892,704,78.923767,188,21.076233
1400000US06037433103,6037433103,2018,1713,706,41.214245,1007,58.785755
1400000US06037433200,6037433200,2018,1665,719,43.183182,946,56.816818
1400000US06037433302,6037433302,2018,421,166,39.429928,255,60.570072
1400000US06037433304,6037433304,2018,1328,262,19.728916,1066,80.271088
1400000US06037433305,6037433305,2018,1268,338,26.656151,930,73.343849
1400000US06037433306,6037433306,2018,805,337,41.863354,468,58.136646
1400000US06037433307,6037433307,2018,879,330,37.542664,548,62.343571
1400000US06037433402,6037433402,2018,1126,436,38.721138,690,61.278862
1400000US06037433403,6037433403,2018,1283,248,19.329697,1035,80.670303
1400000US06037433505,6037433505,2018,994,332,33.400402,662,66.599594
1400000US06037433506,6037433506,2018,1219,347,28.465956,871,71.452011
1400000US06037433601,6037433601,2018,1362,664,48.751835,698,51.248165
1400000US06037433602,6037433602,2018,824,377,45.752426,447,54.247574
1400000US06037433803,6037433803,2018,173,122,70.520233,51,29.479769
1400000US06037433804,6037433804,2018,1507,520,34.505642,988,65.560715
1400000US06037433901,6037433901,2018,1355,286,21.107012,1069,78.89299
1400000US06037433903,6037433903,2018,1008,534,52.976189,474,47.023811
1400000US06037434001,6037434001,2018,956,670,70.083679,286,29.916319
1400000US06037434003,6037434003,2018,1017,375,36.873158,642,63.126842
1400000US06037434004,6037434004,2018,719,330,45.897079,389,54.102921
1400000US06037434100,6037434100,2018,1349,620,45.959969,729,54.040031
1400000US06037460001,6037460001,2018,1288,1145,88.897514,143,11.102485
1400000US06037460002,6037460002,2018,389,346,88.946014,43,11.053985
1400000US06037460101,6037460101,2018,2419,2202,91.02935,217,8.9706488
1400000US06037460200,6037460200,2018,2066,1546,74.830589,519,25.121006
1400000US06037460301,6037460301,2018,1596,1338,83.834587,258,16.165413
1400000US06037460302,6037460302,2018,1362,1065,78.193832,298,21.879589
1400000US06037460401,6037460401,2018,345,240,69.565216,105,30.434782
1400000US06037460501,6037460501,2018,1803,1666,92.40155,137,7.5984468
1400000US06037460502,6037460502,2018,1389,1275,91.792656,114,8.2073431
1400000US06037460601,6037460601,2018,2254,1610,71.428574,645,28.615793
1400000US06037460700,6037460700,2018,1599,1485,92.870544,114,7.129456
1400000US06037460800,6037460800,2018,1147,1090,95.030518,57,4.9694858
1400000US06037460900,6037460900,2018,2026,1186,58.538994,840,41.461006
1400000US06037461000,6037461000,2018,1604,1033,64.401497,571,35.598503
1400000US06037461100,6037461100,2018,1779,892,50.14053,887,49.85947
1400000US06037461200,6037461200,2018,1721,1404,81.580475,317,18.419523
1400000US06037461300,6037461300,2018,2548,1388,54.474098,1161,45.565147
1400000US06037461400,6037461400,2018,1220,442,36.229507,778,63.770493
1400000US06037461501,6037461501,2018,1287,608,47.241646,679,52.758354
1400000US06037461502,6037461502,2018,1670,603,36.107784,1067,63.892216
1400000US06037461600,6037461600,2018,1763,735,41.6903,1028,58.3097
1400000US06037461700,6037461700,2018,648,525,81.018517,123,18.981482
1400000US06037461901,6037461901,2018,1599,222,13.883677,1377,86.116325
1400000US06037461902,6037461902,2018,1192,84,7.0469799,1108,92.953018
1400000US06037462001,6037462001,2018,1088,306,28.125,782,71.875
1400000US06037462002,6037462002,2018,1148,234,20.383276,914,79.616722
1400000US06037462100,6037462100,2018,1822,619,33.973656,1203,66.026344
1400000US06037462201,6037462201,2018,1943,114,5.8672156,1829,94.132782
1400000US06037462202,6037462202,2018,1312,200,15.243902,1112,84.756096
1400000US06037462301,6037462301,2018,1829,353,19.300163,1476,80.699837
1400000US06037462302,6037462302,2018,1498,307,20.493992,1191,79.506004
1400000US06037462400,6037462400,2018,1583,928,58.622868,655,41.377132
1400000US06037462500,6037462500,2018,2354,1370,58.198811,984,41.801189
1400000US06037462600,6037462600,2018,839,682,81.287247,157,18.712753
1400000US06037462700,6037462700,2018,2084,752,36.084454,1332,63.915546
1400000US06037462800,6037462800,2018,1110,520,46.846848,590,53.153152
1400000US06037462900,6037462900,2018,1323,984,74.376419,339,25.623583
1400000US06037463000,6037463000,2018,975,669,68.615387,306,31.384615
1400000US06037463103,6037463103,2018,1919,1259,65.607086,660,34.392914
1400000US06037463200,6037463200,2018,1419,837,58.985199,582,41.014801
1400000US06037463300,6037463300,2018,893,496,55.543114,397,44.456886
1400000US06037463400,6037463400,2018,2558,1128,44.096951,1430,55.903049
1400000US06037463500,6037463500,2018,2611,831,31.826887,1780,68.173111
1400000US06037463601,6037463601,2018,3188,816,25.595985,2372,74.404015
1400000US06037463602,6037463602,2018,2869,493,17.183687,2376,82.816315
1400000US06037463700,6037463700,2018,1431,605,42.278126,826,57.721874
1400000US06037463800,6037463800,2018,1593,1439,90.332703,155,9.7300692
1400000US06037463900,6037463900,2018,1496,798,53.342247,697,46.590908
1400000US06037464000,6037464000,2018,2491,1571,63.067039,921,36.973103
1400000US06037464101,6037464101,2018,1230,1115,90.650406,115,9.3495932
1400000US06037464102,6037464102,2018,1193,1081,90.6119,112,9.3880968
1400000US06037464200,6037464200,2018,2110,1722,81.611374,388,18.388626
1400000US06037480002,6037480002,2018,1143,942,82.414696,201,17.585302
1400000US06037480011,6037480011,2018,1779,768,43.170319,1010,56.773468
1400000US06037480012,6037480012,2018,1609,1009,62.709759,600,37.290241
1400000US06037480101,6037480101,2018,1230,771,62.682926,459,37.317074
1400000US06037480102,6037480102,2018,1480,864,58.37838,616,41.62162
1400000US06037480201,6037480201,2018,1243,1092,87.851974,151,12.148029
1400000US06037480202,6037480202,2018,847,662,78.158203,185,21.841795
1400000US06037480302,6037480302,2018,1789,681,38.06596,1108,61.93404
1400000US06037480303,6037480303,2018,1430,354,24.755245,1076,75.244759
1400000US06037480304,6037480304,2018,1856,259,13.954741,1597,86.045258
1400000US06037480400,6037480400,2018,2187,902,41.243713,1285,58.756287
1400000US06037480500,6037480500,2018,2028,1283,63.264301,745,36.735699
1400000US06037480601,6037480601,2018,985,288,29.238579,697,70.761421
1400000US06037480602,6037480602,2018,2328,681,29.252577,1647,70.747421
1400000US06037480702,6037480702,2018,1626,1139,70.049202,487,29.9508
1400000US06037480703,6037480703,2018,1230,676,54.959351,554,45.040649
1400000US06037480704,6037480704,2018,1786,593,33.202686,1193,66.79731
1400000US06037480802,6037480802,2018,1022,630,61.643837,393,38.45401
1400000US06037480803,6037480803,2018,1269,691,54.452324,578,45.547676
1400000US06037480804,6037480804,2018,1756,503,28.644648,1253,71.355354
1400000US06037480901,6037480901,2018,1688,372,22.037914,1316,77.962082
1400000US06037480902,6037480902,2018,1320,183,13.863636,1136,86.060608
1400000US06037480903,6037480903,2018,984,349,35.46748,635,64.532524
1400000US06037481001,6037481001,2018,1486,508,34.185734,978,65.81427
1400000US06037481002,6037481002,2018,2013,761,37.804272,1252,62.195728
1400000US06037481101,6037481101,2018,1402,277,19.75749,1125,80.242508
1400000US06037481102,6037481102,2018,1409,177,12.5621,1232,87.437897
1400000US06037481103,6037481103,2018,1397,684,48.962063,713,51.037937
1400000US06037481201,6037481201,2018,1243,559,44.971844,684,55.028156
1400000US06037481203,6037481203,2018,1892,905,47.832981,987,52.167019
1400000US06037481300,6037481300,2018,846,571,67.494087,275,32.505909
1400000US06037481401,6037481401,2018,1776,672,37.837837,1104,62.162163
1400000US06037481403,6037481403,2018,850,461,54.235294,390,45.882355
1400000US06037481404,6037481404,2018,1075,582,54.139534,492,45.767441
1400000US06037481500,6037481500,2018,1522,1071,70.367935,452,29.697765
1400000US06037481603,6037481603,2018,1175,537,45.702129,638,54.297871
1400000US06037481604,6037481604,2018,1350,401,29.703703,949,70.296295
1400000US06037481605,6037481605,2018,1055,362,34.312798,694,65.78199
1400000US06037481606,6037481606,2018,1592,458,28.768845,1134,71.231155
1400000US06037481711,6037481711,2018,1433,353,24.633636,1080,75.366364
1400000US06037481712,6037481712,2018,1656,535,32.306763,1121,67.693237
1400000US06037481713,6037481713,2018,940,300,31.914894,640,68.085106
1400000US06037481714,6037481714,2018,898,213,23.719376,685,76.280624
1400000US06037481800,6037481800,2018,912,677,74.232452,235,25.767544
1400000US06037481901,6037481901,2018,1936,1268,65.495865,668,34.504131
1400000US06037481902,6037481902,2018,1073,535,49.860207,538,50.139793
1400000US06037482001,6037482001,2018,1034,852,82.398453,182,17.601547
1400000US06037482002,6037482002,2018,2449,1336,54.552879,1113,45.447121
1400000US06037482101,6037482101,2018,1468,794,54.087193,674,45.912807
1400000US06037482102,6037482102,2018,893,685,76.707726,208,23.292273
1400000US06037482201,6037482201,2018,1229,493,40.113914,736,59.886086
1400000US06037482202,6037482202,2018,1521,690,45.364891,831,54.635109
1400000US06037482301,6037482301,2018,1314,436,33.181126,878,66.818871
1400000US06037482303,6037482303,2018,1537,490,31.880287,1048,68.184776
1400000US06037482304,6037482304,2018,918,262,28.540304,656,71.459694
1400000US06037482401,6037482401,2018,982,382,38.900204,600,61.099796
1400000US06037482403,6037482403,2018,630,379,60.15873,251,39.84127
1400000US06037482404,6037482404,2018,615,370,60.162601,245,39.837399
1400000US06037482502,6037482502,2018,878,382,43.507973,496,56.492027
1400000US06037482503,6037482503,2018,1056,334,31.628788,722,68.371216
1400000US06037482521,6037482521,2018,1464,981,67.008194,483,32.991802
1400000US06037482522,6037482522,2018,1504,916,60.904255,588,39.095745
1400000US06037482600,6037482600,2018,2402,1581,65.820152,822,34.221481
1400000US06037482701,6037482701,2018,1276,714,55.956112,562,44.043888
1400000US06037482702,6037482702,2018,802,623,77.680801,179,22.319202
1400000US06037482801,6037482801,2018,1323,860,65.003777,464,35.071808
1400000US06037500100,6037500100,2018,1449,1351,93.236717,98,6.7632852
1400000US06037500202,6037500202,2018,1468,1241,84.536781,227,15.463215
1400000US06037500203,6037500203,2018,556,497,89.388489,59,10.611511
1400000US06037500204,6037500204,2018,1584,1417,89.457069,167,10.54293
1400000US06037500300,6037500300,2018,1100,950,86.36364,151,13.727273
1400000US06037500402,6037500402,2018,1167,504,43.18766,663,56.81234
1400000US06037500403,6037500403,2018,1022,920,90.019569,103,10.078278
1400000US06037500404,6037500404,2018,1296,989,76.311729,307,23.688272
1400000US06037500500,6037500500,2018,768,531,69.140625,237,30.859375
1400000US06037500600,6037500600,2018,1266,960,75.829384,306,24.170616
1400000US06037500700,6037500700,2018,1757,1349,76.778603,408,23.221399
1400000US06037500800,6037500800,2018,1448,1075,74.240334,373,25.759668
1400000US06037500900,6037500900,2018,1809,954,52.736317,855,47.263683
1400000US06037501001,6037501001,2018,615,418,67.967476,197,32.03252
1400000US06037501002,6037501002,2018,1457,1096,75.223061,361,24.776939
1400000US06037501200,6037501200,2018,1451,1007,69.400414,444,30.599586
1400000US06037501301,6037501301,2018,1039,561,53.994225,478,46.005775
1400000US06037501302,6037501302,2018,1375,743,54.036366,632,45.963634
1400000US06037501400,6037501400,2018,1242,452,36.392914,790,63.607086
1400000US06037501501,6037501501,2018,864,731,84.606483,133,15.393518
1400000US06037501503,6037501503,2018,1842,460,24.972857,1382,75.027145
1400000US06037501504,6037501504,2018,1510,184,12.185431,1326,87.814568
1400000US06037501600,6037501600,2018,2511,1791,71.326164,720,28.673836
1400000US06037501700,6037501700,2018,1201,804,66.944214,397,33.055786
1400000US06037501802,6037501802,2018,1197,615,51.378445,582,48.621555
1400000US06037501803,6037501803,2018,1457,173,11.873713,1284,88.126289
1400000US06037501804,6037501804,2018,701,146,20.827389,555,79.172607
1400000US06037501900,6037501900,2018,1291,1134,87.838882,157,12.161116
1400000US06037502003,6037502003,2018,749,431,57.543392,318,42.456608
1400000US06037502004,6037502004,2018,997,606,60.782349,391,39.217651
1400000US06037502005,6037502005,2018,1276,725,56.81818,551,43.18182
1400000US06037502100,6037502100,2018,1604,1019,63.528679,586,36.533665
1400000US06037502200,6037502200,2018,1834,1330,72.519081,504,27.480917
1400000US06037502303,6037502303,2018,2146,1273,59.319664,873,40.680336
1400000US06037502401,6037502401,2018,1254,950,75.757576,304,24.242424
1400000US06037502402,6037502402,2018,972,840,86.419754,132,13.580247
1400000US06037502500,6037502500,2018,1093,499,45.654163,594,54.345837
1400000US06037502602,6037502602,2018,1329,549,41.309254,780,58.690746
1400000US06037502603,6037502603,2018,919,715,77.801956,204,22.198042
1400000US06037502604,6037502604,2018,887,690,77.790306,197,22.209696
1400000US06037502700,6037502700,2018,1871,1426,76.215927,445,23.784073
1400000US06037502801,6037502801,2018,1716,1412,82.284386,304,17.715618
1400000US06037502901,6037502901,2018,1433,1230,85.833916,203,14.166085
1400000US06037503000,6037503000,2018,1221,637,52.170353,584,47.829647
1400000US06037503103,6037503103,2018,1130,823,72.831856,307,27.168142
1400000US06037503104,6037503104,2018,624,380,60.897434,244,39.102566
1400000US06037503105,6037503105,2018,1013,541,53.405727,472,46.594273
1400000US06037503106,6037503106,2018,1159,672,57.981018,487,42.018982
1400000US06037503201,6037503201,2018,1113,1058,95.058403,55,4.9415994
1400000US06037503202,6037503202,2018,1336,886,66.317368,450,33.682636
1400000US06037503301,6037503301,2018,1011,892,88.229477,119,11.770524
1400000US06037503302,6037503302,2018,1819,1093,60.087959,726,39.912041
1400000US06037503401,6037503401,2018,2282,1437,62.971077,845,37.028923
1400000US06037503402,6037503402,2018,1355,1049,77.416977,306,22.583025
1400000US06037503501,6037503501,2018,2005,1227,61.197006,778,38.802994
1400000US06037503502,6037503502,2018,1211,914,75.474815,297,24.525187
1400000US06037503601,6037503601,2018,1191,1077,90.428215,114,9.5717888
1400000US06037503602,6037503602,2018,1203,1043,86.699921,160,13.300083
1400000US06037503701,6037503701,2018,1700,1074,63.176472,626,36.823528
1400000US06037503702,6037503702,2018,1655,1156,69.848946,499,30.151058
1400000US06037503704,6037503704,2018,1668,1176,70.503593,492,29.496403
1400000US06037503705,6037503705,2018,1301,917,70.484245,384,29.515757
1400000US06037503801,6037503801,2018,1162,873,75.129089,289,24.870913
1400000US06037503802,6037503802,2018,1638,1372,83.760681,266,16.239317
1400000US06037503901,6037503901,2018,835,704,84.311378,131,15.688622
1400000US06037503902,6037503902,2018,1379,1162,84.263962,217,15.736041
1400000US06037504001,6037504001,2018,1122,816,72.727272,306,27.272728
1400000US06037504002,6037504002,2018,1514,1254,82.82695,260,17.173052
1400000US06037504101,6037504101,2018,1355,879,64.87085,476,35.12915
1400000US06037504200,6037504200,2018,2282,899,39.395267,1384,60.648556
1400000US06037530005,6037530005,2018,1427,1160,81.289421,267,18.710581
1400000US06037530006,6037530006,2018,1485,273,18.383839,1212,81.616165
1400000US06037530007,6037530007,2018,2106,1488,70.655273,618,29.344728
1400000US06037530101,6037530101,2018,1716,381,22.202797,1335,77.797203
1400000US06037530102,6037530102,2018,1626,669,41.143913,957,58.856087
1400000US06037530202,6037530202,2018,1232,860,69.805191,371,30.113636
1400000US06037530203,6037530203,2018,1011,316,31.256182,695,68.74382
1400000US06037530204,6037530204,2018,1144,288,25.174826,856,74.825172
1400000US06037530301,6037530301,2018,635,194,30.551182,441,69.448822
1400000US06037530302,6037530302,2018,1867,897,48.044991,970,51.955009
1400000US06037530400,6037530400,2018,1186,451,38.026981,735,61.973019
1400000US06037530500,6037530500,2018,1107,399,36.043362,708,63.956638
1400000US06037530603,6037530603,2018,1261,682,54.084061,578,45.836639
1400000US06037530700,6037530700,2018,568,256,45.070423,312,54.929577
1400000US06037530801,6037530801,2018,1450,531,36.620689,919,63.379311
1400000US06037530802,6037530802,2018,886,521,58.803612,365,41.196388
1400000US06037530901,6037530901,2018,911,289,31.723381,622,68.276619
1400000US06037530902,6037530902,2018,1087,371,34.130634,716,65.869362
1400000US06037531000,6037531000,2018,1327,506,38.131123,821,61.868877
1400000US06037531101,6037531101,2018,1234,369,29.902756,865,70.097244
1400000US06037531102,6037531102,2018,901,208,23.085461,693,76.914543
1400000US06037531201,6037531201,2018,1258,392,31.160572,866,68.839424
1400000US06037531202,6037531202,2018,1127,310,27.506655,817,72.493347
1400000US06037531301,6037531301,2018,1245,259,20.803213,986,79.196785
1400000US06037531302,6037531302,2018,1507,452,29.993364,1055,70.006638
1400000US06037531502,6037531502,2018,778,189,24.293058,589,75.70694
1400000US06037531503,6037531503,2018,771,136,17.639429,635,82.360573
1400000US06037531504,6037531504,2018,1082,326,30.129391,756,69.870613
1400000US06037531602,6037531602,2018,1196,285,23.829432,911,76.17057
1400000US06037531603,6037531603,2018,869,289,33.256618,580,66.743385
1400000US06037531604,6037531604,2018,924,282,30.51948,642,69.480522
1400000US06037531701,6037531701,2018,1385,438,31.624548,947,68.37545
1400000US06037531702,6037531702,2018,1311,368,28.070175,943,71.929825
1400000US06037531800,6037531800,2018,1234,417,33.792545,817,66.207458
1400000US06037531901,6037531901,2018,1635,527,32.232414,1109,67.828743
1400000US06037531902,6037531902,2018,1137,557,48.988567,581,51.099384
1400000US06037532001,6037532001,2018,1033,288,27.879961,745,72.120041
1400000US06037532002,6037532002,2018,964,367,38.070538,597,61.929462
1400000US06037532101,6037532101,2018,1778,470,26.434196,1308,73.565804
1400000US06037532102,6037532102,2018,1053,660,62.678062,393,37.321938
1400000US06037532200,6037532200,2018,1780,555,31.179775,1225,68.820221
1400000US06037532302,6037532302,2018,1142,561,49.124344,581,50.875656
1400000US06037532303,6037532303,2018,1336,703,52.619759,633,47.380241
